Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
412,90311,sup,83,73709,top,238,69753,mid,81,48218,bot,122,47822,top,67,45178,bot,112,44557,mid,53,44136,sup,64,43982,jg,517,42497,mid,236,34178,bot,101,26025,sup,54,25124,top,121,18244,jg,245,15015,jg
555,416966,sup,238,70959,mid,141,67004,jg,157,48237,mid,81,44093,bot,777,35456,mid,101,27269,sup,20,24953,jg,412,22007,sup,202,21898,bot,54,20559,top,86,19755,top,122,18812,top,234,10158,jg,145,6443,bot
142,87946,mid,236,86350,bot,81,85381,bot,157,81294,mid,112,67111,mid,202,37817,bot,64,35863,jg,76,34361,jg,163,33532,jg,85,25056,top,114,24353,top,412,22925,sup,41,19401,top,16,19219,sup,117,18739,sup
4,105754,mid,86,76495,top,64,59588,jg,145,55511,bot,13,51253,mid,59,48636,jg,523,44685,bot,81,41901,bot,98,36801,top,61,30149,mid,84,29681,top,131,25035,jg,99,13391,sup,80,11985,sup,235,9077,sup
55,72512,mid,84,51513,top,777,40045,mid,39,31930,top,887,27039,top,246,21396,mid,81,19286,bot,360,16915,bot,104,16586,jg,99,14781,sup,67,13885,bot,203,13666,jg,76,13506,jg,117,11113,sup,80,7420,sup
105,134869,mid,240,99256,top,3,49388,mid,54,33190,top,114,24693,top,81,21551,bot,145,17309,bot,13,13365,mid,62,11805,jg,111,11326,sup,202,11279,bot,245,7994,jg,80,7472,sup,234,6600,jg,32,5710,sup
145,60277,bot,81,43174,bot,360,30712,bot,23,28011,top,36,24226,top,126,23368,top,157,23287,mid,777,17244,mid,234,15062,jg,8,14789,mid,64,6184,jg,235,5059,sup,121,4786,jg,412,4342,sup,53,4120,sup
64,191317,jg,412,114517,sup,12,104059,sup,236,92654,bot,238,92349,mid,7,90705,mid,79,83004,top,81,81676,bot,202,67943,bot,43,60653,sup,104,58736,jg,60,58285,jg,157,56309,mid,98,54938,top,68,47822,top
141,596821,jg,236,91034,bot,22,65623,bot,235,57166,sup,131,45266,jg,56,42321,jg,360,39077,bot,777,32769,mid,39,14247,top,89,13710,sup,53,12548,sup,517,9969,mid,84,9165,top,54,8903,top,238,6593,mid
164,75236,top,81,61956,bot,112,53911,mid,145,51303,bot,67,48249,bot,150,47239,top,114,45077,top,64,44359,jg,8,38606,mid,13,33777,mid,245,30101,jg,117,27275,sup,78,26401,jg,43,22139,sup,12,20264,sup
104,187593,jg,234,138014,jg,64,124429,jg,235,24785,sup,13,16734,mid,126,14419,top,517,14203,mid,51,13714,bot,45,12536,mid,81,12475,bot,67,11399,bot,412,10609,sup,32,10178,sup,82,10032,top,36,9874,top
