Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
35,70535,jg,3,39668,mid,122,23395,top,54,23010,top,33,19566,jg,82,18452,top,57,15884,sup,235,14125,sup,360,14034,bot,80,13770,sup,157,12394,mid,48,11322,jg,22,10822,bot,145,10691,bot,38,8742,mid
58,630906,top,875,186881,top,54,60922,top,517,60653,mid,81,46488,bot,32,44715,sup,141,35464,jg,11,21772,jg,21,18219,bot,20,14078,jg,53,13741,sup,45,12538,mid,89,11885,sup,202,11775,bot,157,10383,mid
80,163026,sup,555,90661,sup,11,90554,jg,875,81094,top,82,60336,top,122,54421,top,141,47820,jg,234,40523,jg,157,37184,mid,202,34615,bot,4,33028,mid,81,23555,bot,517,21241,mid,350,12084,sup,29,11680,bot
80,115771,sup,875,74019,top,75,60840,top,245,45165,jg,91,40652,jg,17,35170,top,157,32097,mid,11,30295,jg,22,27487,bot,63,26174,sup,67,23934,bot,44,21471,sup,81,17467,bot,777,16957,mid,517,16641,mid
157,173553,mid,39,94939,top,64,57814,jg,81,53768,bot,517,47239,mid,84,43287,top,145,42543,bot,777,36491,mid,245,31677,jg,80,22009,sup,360,21190,bot,234,19628,jg,875,19056,top,412,16109,sup,235,11916,sup
81,138552,bot,141,90036,jg,875,75674,top,777,46454,mid,157,38841,mid,555,31665,sup,64,25156,jg,360,23031,bot,517,21882,mid,82,20021,top,234,19699,jg,350,17594,sup,99,15956,sup,106,15538,top,202,13504,bot
157,181993,mid,91,113363,jg,80,101016,sup,22,85933,bot,131,45352,jg,236,36484,bot,103,32335,mid,106,29614,top,143,27421,sup,134,25975,mid,555,25385,sup,82,13385,top,141,13038,jg,360,9370,bot,39,6416,top
11,57098,jg,157,27687,mid,19,23026,jg,67,20652,bot,64,18499,jg,84,16177,top,80,15790,sup,517,15757,mid,777,15500,mid,86,14552,top,54,13652,top,81,10004,bot,53,7761,sup,236,7735,bot,555,7383,sup
103,104956,mid,84,96846,top,360,72491,bot,498,57438,bot,99,53378,sup,20,40165,jg,54,37161,top,21,28754,bot,50,23753,sup,62,19081,jg,157,17475,mid,114,16915,top,3,16003,mid,555,13774,sup,876,11632,jg
161,69160,sup,114,67478,top,236,59430,bot,81,48389,bot,131,47067,jg,60,37292,jg,112,33616,mid,15,31849,bot,875,28627,top,412,28050,sup,43,27242,sup,254,24813,jg,516,24794,top,103,21776,mid,7,21366,mid
517,206387,mid,80,43685,sup,58,32577,top,19,30584,jg,141,28620,jg,106,28120,top,91,24958,jg,7,23705,mid,875,23190,top,53,21313,sup,777,20847,mid,111,15534,sup,202,5074,bot,236,4497,bot,81,3869,bot
17,63241,top,115,62918,bot,711,50880,mid,34,46389,mid,43,38531,sup,81,29824,bot,25,29158,sup,45,27365,mid,5,27198,jg,57,25338,sup,9,25200,jg,78,23949,jg,15,23530,bot,36,23252,top,74,19972,top
429,196711,bot,67,151208,bot,81,62501,bot,8,50299,mid,517,48997,mid,39,29823,top,84,26059,top,157,21231,mid,875,19176,top,11,15169,jg,131,13381,jg,91,12569,jg,80,11717,sup,235,10041,sup,101,9296,sup
81,116612,bot,11,108170,jg,56,106263,jg,238,63354,mid,31,56415,top,53,51989,sup,121,50096,jg,157,45103,mid,8,34252,mid,222,30530,bot,32,29761,sup,412,26685,sup,51,25785,bot,24,18682,top,36,17531,top
81,162812,bot,51,140273,bot,104,73120,jg,22,69792,bot,235,69212,sup,76,45221,jg,203,35606,jg,101,22549,sup,24,18342,top,99,15900,sup,517,11187,mid,106,7104,top,23,6874,top,134,4308,mid,42,1107,mid
11,138990,jg,75,105748,top,53,87521,sup,17,84279,top,122,58860,top,5,52956,jg,81,46735,bot,29,36961,bot,555,36102,sup,35,34832,jg,157,34508,mid,12,33996,sup,45,32705,mid,22,29325,bot,517,25479,mid
517,38523,mid,104,36757,jg,84,34903,top,203,32511,jg,85,21755,top,81,21432,bot,9,21113,jg,157,18173,mid,41,17597,top,412,16291,sup,236,15014,bot,80,14805,sup,429,12376,bot,235,11580,sup,45,7734,mid
360,98624,bot,19,94692,jg,157,70777,mid,39,69595,top,234,47398,jg,777,43275,mid,122,39829,top,64,34418,jg,875,34009,top,67,25757,bot,236,21741,bot,103,20013,mid,53,13670,sup,99,11653,sup,89,9775,sup
22,177208,bot,498,63842,bot,89,52485,sup,61,51562,mid,103,46341,mid,21,39065,bot,37,35777,sup,117,22673,sup,711,20339,mid,141,18534,jg,91,13551,jg,11,13124,jg,85,12649,top,58,8809,top,875,6840,top
223,72261,top,54,65285,top,53,46390,sup,350,41589,sup,75,33766,top,45,30984,mid,111,25847,sup,105,15944,mid,67,14734,bot,76,13704,jg,110,11578,bot,11,8439,jg,20,7818,jg,115,7603,bot,103,5047,mid
37,285457,sup,74,137202,top,25,60902,sup,99,58279,sup,21,56133,bot,518,50323,mid,22,28159,bot,145,24852,bot,34,17698,mid,17,14087,top,45,7857,mid,5,6709,jg,11,6139,jg,19,3006,jg,133,2572,top
157,106636,mid,122,81588,top,39,67904,top,11,44710,jg,55,40001,mid,141,35484,jg,67,35394,bot,517,34960,mid,64,28191,jg,81,25880,bot,875,18844,top,360,18079,bot,53,9726,sup,201,9101,sup,57,6725,sup
60,188388,jg,64,142288,jg,121,104573,jg,107,58665,top,79,20706,top,126,12856,top,236,12690,bot,81,2941,bot,43,1838,sup,25,1799,sup,16,1612,sup,1,1529,mid,517,1093,mid,103,929,mid,15,223,bot
8,27141,mid,39,18691,top,80,18541,sup,99,18524,sup,64,17182,jg,7,16560,mid,84,16201,top,28,16072,jg,266,16065,top,157,14489,mid,131,13765,jg,89,13453,sup,360,9013,bot,202,5946,bot,81,3574,bot
30,37867,jg,81,37844,bot,104,34262,jg,41,32714,top,22,20810,bot,13,20672,mid,64,20564,jg,18,19734,bot,79,18948,top,10,17401,top,90,14328,mid,517,11198,mid,37,9167,sup,235,8222,sup,267,3624,sup
523,92046,bot,157,69132,mid,360,60687,bot,236,40428,bot,35,35731,jg,420,27580,top,518,22030,mid,104,20564,jg,166,18756,mid,50,17977,sup,80,15201,sup,234,14575,jg,53,12616,sup,875,9547,top,223,9165,top
64,78271,jg,54,61050,top,89,46792,sup,35,42473,jg,43,41901,sup,517,28709,mid,25,27146,sup,7,20200,mid,3,20013,mid,19,19050,jg,875,17730,top,84,15398,top,81,12050,bot,202,7052,bot,18,6150,bot
157,23451,mid,81,17393,bot,91,16183,jg,86,15660,top,17,14746,top,54,14073,top,412,13942,sup,154,13393,jg,20,12123,jg,238,11279,mid,517,10933,mid,80,9301,sup,555,8725,sup,22,2370,bot,21,1567,bot
157,260677,mid,777,125825,mid,84,66433,top,67,48774,bot,81,46934,bot,39,36063,top,145,35812,bot,517,29815,mid,141,24826,jg,11,18495,jg,235,15939,sup,64,14344,jg,164,6123,top,412,2427,sup,80,2179,sup
