Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
245,120815,jg,157,110259,mid,105,108564,mid,238,105784,mid,64,86660,jg,5,83674,jg,110,72761,bot,54,69621,top,67,48747,bot,53,45289,sup,107,44138,top,24,37550,top,89,37199,sup,202,32473,bot,63,28914,sup
157,77390,mid,55,74857,mid,238,39859,mid,84,35920,top,64,32890,jg,81,29837,bot,39,26403,top,141,26230,jg,412,24967,sup,24,22693,top,35,19550,jg,236,15337,bot,29,13880,bot,555,11163,sup,53,10096,sup
43,213860,sup,89,129368,sup,99,104895,sup,518,98413,mid,90,84001,mid,110,62688,bot,22,57959,bot,17,50766,top,115,36809,bot,28,31209,jg,142,21061,mid,75,17458,top,6,15094,top,876,14385,jg,245,8153,jg
8,51725,mid,157,40634,mid,497,36752,sup,25,32901,sup,154,28745,jg,53,26481,sup,64,25387,jg,81,24320,bot,238,23364,mid,35,21749,jg,82,19282,top,202,19232,bot,22,18869,bot,223,18030,top,54,15281,top
64,282006,jg,202,161376,bot,157,152080,mid,86,145334,top,122,141263,top,91,139294,jg,41,133689,top,238,109742,mid,11,83968,jg,55,58753,mid,63,48467,sup,53,46155,sup,25,23839,sup,22,20959,bot,15,18532,bot
37,144485,sup,90,143754,mid,3,44467,mid,45,43655,mid,111,32818,sup,63,27906,sup,9,20668,jg,24,15787,top,31,15691,top,245,12213,jg,74,10800,top,11,7889,jg,22,4610,bot,202,3257,bot,21,3239,bot
119,198482,bot,202,96011,bot,122,67423,top,498,64984,bot,59,39980,jg,154,26822,jg,98,25228,top,8,22875,mid,157,19495,mid,58,15736,top,64,11563,jg,238,9284,mid,235,7117,sup,412,5671,sup,57,5306,sup
157,305451,mid,11,143158,jg,245,93004,jg,238,89625,mid,122,67395,top,21,67220,bot,81,65992,bot,141,60656,jg,67,58099,bot,55,49205,mid,99,47966,sup,24,47311,top,44,38103,sup,98,31650,top,80,22113,sup
222,141051,bot,11,91534,jg,35,70274,jg,19,36486,jg,875,29150,top,350,20245,sup,145,19597,bot,22,17562,bot,99,14880,sup,31,12647,top,45,12477,mid,17,12325,top,53,10942,sup,777,4600,mid,166,4294,mid
53,100713,sup,17,46321,top,35,37732,jg,24,30384,top,11,24934,jg,99,20217,sup,142,19206,mid,516,18768,top,101,17276,sup,59,15634,jg,3,8860,mid,45,5968,mid,22,2714,bot,18,2696,bot,429,1593,bot
