Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
99,55273,sup,122,45516,top,11,42485,jg,157,42132,mid,202,41502,bot,555,28952,sup,81,28623,bot,17,27682,top,51,26255,bot,84,22310,top,104,18517,jg,59,16998,jg,235,16910,sup,3,16446,mid,103,13320,mid
202,179260,bot,81,150444,bot,555,86793,sup,497,75223,sup,235,51869,sup,51,44877,bot,142,24109,mid,518,21504,mid,78,18755,jg,3,16536,mid,98,7410,top,84,6520,top,245,5724,jg,76,5066,jg,875,2577,top
17,33098,top,143,28178,sup,35,26204,jg,32,24427,sup,1,22945,mid,11,19706,jg,202,19508,bot,29,19504,bot,75,17899,top,67,17282,bot,74,14582,top,99,12250,sup,9,10985,jg,3,8583,mid,517,6952,mid
50,100946,sup,51,78210,bot,15,77068,bot,157,60842,mid,63,56905,sup,119,54860,bot,16,54402,sup,141,52301,jg,86,30305,top,17,28210,top,266,27942,top,64,18417,jg,777,17368,mid,518,11472,mid,11,5833,jg
21,96094,bot,202,78488,bot,145,72308,bot,54,48579,top,20,40094,jg,32,25768,sup,777,23411,mid,63,18229,sup,60,16182,jg,53,15332,sup,62,15157,jg,24,12625,top,82,12034,top,157,10671,mid,166,6735,mid
875,59046,top,80,53144,sup,107,40005,top,82,38912,top,99,38339,sup,523,37971,bot,12,37439,sup,13,28833,mid,163,28514,jg,1,27011,mid,29,24168,bot,81,24023,bot,517,20518,mid,9,17802,jg,48,16034,jg
64,235921,jg,157,135822,mid,266,130709,top,517,109880,mid,3,83065,mid,201,59049,sup,39,55050,top,526,54859,sup,79,53292,top,121,46827,jg,113,44988,jg,12,28508,sup,236,18936,bot,81,8963,bot,110,8929,bot
141,59273,jg,32,49254,sup,131,46292,jg,19,42150,jg,45,40232,mid,103,18207,mid,24,10956,top,238,6867,mid,99,6206,sup,412,5851,sup,22,3376,bot,36,2861,top,86,2693,top,21,1822,bot,523,673,bot
37,161787,sup,40,161653,sup,25,59893,sup,103,47064,mid,7,43194,mid,55,37486,mid,67,22475,bot,498,14925,bot,51,12266,bot,28,10800,jg,114,6886,top,131,5360,jg,102,4260,jg,84,2873,top,10,2586,top
875,58706,top,122,37899,top,11,35074,jg,53,33335,sup,266,33024,top,51,32761,bot,80,31992,sup,5,25163,jg,350,23771,sup,59,23745,jg,81,21700,bot,22,18818,bot,45,12215,mid,3,12136,mid,103,5634,mid
84,60014,top,78,37460,jg,25,36197,sup,13,36092,mid,81,32300,bot,127,28102,mid,10,27122,top,145,25699,bot,122,24881,top,38,22112,mid,202,21538,bot,235,18895,sup,50,16493,sup,141,14970,jg,5,11582,jg
119,733631,bot,107,705528,top,2,377583,jg,59,348269,jg,12,276439,sup,79,268363,top,154,211798,jg,14,162842,top,201,66877,sup,111,18824,sup,110,17381,bot,21,4538,bot,1,3700,mid,3,3151,mid,136,1549,mid
245,190781,jg,222,177986,bot,268,154551,mid,84,144345,top,498,137086,bot,147,122109,sup,39,96793,top,145,79205,bot,3,72155,mid,254,55342,jg,69,46667,mid,497,20210,sup,420,19710,top,9,11940,jg,89,10621,sup
99,381024,sup,28,187389,jg,518,138543,mid,235,126710,sup,63,109590,sup,1,94850,mid,142,88613,mid,22,84936,bot,74,50595,top,20,50094,jg,19,47113,jg,498,46291,bot,96,34623,bot,150,32851,top,240,32101,top
51,72873,bot,81,71533,bot,145,62584,bot,10,40824,top,3,40164,mid,517,38408,mid,55,35770,mid,92,28037,top,39,24728,top,245,17508,jg,147,15673,sup,235,13831,sup,99,13405,sup,131,11476,jg,56,8928,jg
555,99686,sup,412,82350,sup,41,62530,top,497,60070,sup,202,55553,bot,517,51921,mid,81,50133,bot,21,49353,bot,98,27283,top,266,26796,top,245,24074,jg,141,19930,jg,64,18707,jg,268,16965,mid,4,15389,mid
120,82598,jg,11,42913,jg,82,42242,top,84,38520,top,45,27180,mid,62,25776,jg,67,23373,bot,86,22504,top,202,22428,bot,110,21755,bot,555,16445,sup,32,15933,sup,53,14689,sup,112,14370,mid,55,12093,mid
92,491353,top,420,348047,top,50,154558,sup,31,94443,top,33,66252,jg,11,57951,jg,89,57927,sup,22,14190,bot,131,13410,jg,350,13055,sup,18,3706,bot,13,3287,mid,202,3162,bot,8,2789,mid,517,2584,mid
2,201445,jg,28,196476,jg,39,82226,top,113,66196,jg,246,41533,mid,360,34592,bot,202,23718,bot,45,19551,mid,16,19366,sup,79,17289,top,114,17157,top,67,11269,bot,777,10465,mid,40,4694,sup,412,4554,sup
81,106259,bot,164,80467,top,145,65433,bot,39,62241,top,84,51328,top,142,47784,mid,245,46314,jg,8,41604,mid,202,37909,bot,246,32757,mid,99,25641,sup,64,24324,jg,131,19467,jg,432,12839,sup,235,9759,sup
17,62588,top,86,59572,top,114,57264,top,254,45742,jg,11,41118,jg,497,38935,sup,62,25506,jg,1,24831,mid,32,18259,sup,29,17623,bot,222,17610,bot,157,15084,mid,16,14365,sup,13,13610,mid,115,12988,bot
523,749015,bot,84,298637,top,157,289172,mid,875,237926,top,5,182071,jg,98,155262,top,141,116572,jg,131,89953,jg,81,69452,bot,236,61386,bot,4,49052,mid,777,41845,mid,497,28643,sup,50,21541,sup,555,19186,sup
58,158448,top,81,136679,bot,51,120032,bot,245,113952,jg,145,109779,bot,28,100308,jg,11,50395,jg,45,50133,mid,246,46929,mid,105,46914,mid,54,36667,top,106,36651,top,350,27927,sup,555,24215,sup,99,20721,sup
141,164608,jg,121,136528,jg,157,131241,mid,84,124977,top,238,96018,mid,105,77970,mid,202,77167,bot,555,69462,sup,107,69263,top,11,66784,jg,99,66394,sup,81,57174,bot,80,49028,sup,39,44895,top,110,44419,bot
