Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
412,158354,53,133668,64,126373,12,78439,98,66824
39,77445,164,32399,777,29538,126,27059,24,24355
32,407322,33,319448,59,214040,89,207479,60,179674
234,377566,238,100994,99,88516,81,66400,145,51499
64,148127,236,129438,12,127259,81,107906,238,76876
81,69455,22,57993,145,42843,67,39767,202,39064
517,64232,104,59172,523,56220,516,45908,141,45837
81,247765,145,165761,92,119521,64,118470,51,111152
81,138828,67,127724,245,96980,7,91112,157,81032
516,110273,14,95993,15,44135,22,43108,523,42113
141,232366,517,79826,64,71243,157,63880,81,54647
64,181732,81,103186,157,101850,238,100631,67,66903
23,109417,8,96470,150,86144,141,76699,75,66030
98,411122,58,323833,6,177014,240,148132,150,147866
157,96529,84,59248,11,30446,64,23458,99,23170
555,684185,235,342589,711,109725,412,51483,80,47523
81,128298,12,114970,98,109424,64,68700,17,67193
81,143722,202,107380,236,100944,145,75094,22,59229
517,46605,246,45307,55,31258,64,29545,84,24571
145,176896,157,162369,39,132361,81,132076,236,109416
69,719939,119,285516,114,226706,99,209992,1,148678
157,80656,238,70630,92,68504,236,60377,64,50564
122,375704,86,47714,11,47446,114,44017,82,34258
81,165881,145,85850,236,51787,67,41934,360,34575
78,261473,875,238935,777,163435,81,144714,13,139211
105,70535,236,67055,84,37468,246,30911,39,29878
84,51069,7,45830,875,37632,517,24423,64,23172
143,369153,121,59190,85,48998,147,44420,99,23234
81,115979,202,104602,236,101605,412,86288,64,84462
41,277818,35,200614,517,102190,81,97658,83,96888
7,76670,142,63272,43,63038,22,59387,21,52406
106,55298,11,46681,238,32606,516,26042,122,23284
141,30063,154,28068,234,27262,64,25585,111,22121
157,160088,11,140141,64,125986,245,105490,8,86755
83,826927,516,118919,875,111566,106,83383,79,51459
81,128236,67,110715,64,105700,157,104740,412,91336
81,215456,236,107743,15,95256,235,68419,51,68082
121,120215,119,62219,19,59913,222,55557,145,42089
523,94570,81,83597,235,33453,22,28117,222,27622
117,154786,89,117790,350,84366,147,55814,37,55412
145,89412,27,83898,39,75293,15,72176,523,66855
238,177154,103,156298,84,97860,101,84173,266,63425
555,224481,81,220941,64,205113,202,154617,92,154227
77,490245,120,358007,80,123501,33,57333,28,51007
64,64343,236,38622,81,33386,117,24949,238,21197
238,168367,64,103595,84,73596,104,69898,39,68641
157,134419,64,59053,53,51729,202,49440,67,45152
147,130523,360,114716,142,62063,117,61332,350,60951
63,763129,54,590971,143,524313,115,369163,31,233887
81,173063,145,165890,235,163807,22,113326,202,94425
99,61954,18,60475,245,44901,89,40907,114,23713
145,98727,81,94810,39,53869,236,49751,142,47535
