Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
29,116337,164,61877,777,47193,133,35607,45,30843
777,84675,157,73388,245,71740,517,48805,238,45768
9,668260,238,250287,38,216959,59,112272,60,85606
350,489961,117,311896,37,209772,147,110861,16,110101
55,1219471,84,638716,518,339058,92,129805,114,64046
3,145334,555,116446,221,100118,145,99700,412,82160
432,552937,163,239598,98,200928,518,175443,526,169593
4,395889,142,244816,112,179435,81,174519,103,131236
122,423736,266,118031,82,69729,62,51760,238,48207
157,45005,238,30160,22,27996,145,26519,55,24228
84,316720,7,295993,245,277303,246,174805,112,127054
91,483255,157,87482,68,73348,34,55354,246,40551
92,1131819,78,712276,145,189625,7,137027,498,113409
13,310052,238,108978,91,80523,8,53907,44,39932
107,88734,38,44189,55,43793,29,40585,8,32850
164,113263,91,97002,56,81611,92,63165,104,56706
222,143119,67,73375,40,50702,18,48537,92,33364
122,337650,245,202839,114,197848,164,189591,517,177543
119,39116,238,26250,64,26088,236,22455,86,21185
887,1202727,11,529914,103,58013,245,57177,145,34153
89,171127,21,103294,15,53502,145,44314,81,42990
412,147814,81,73013,89,70824,103,58134,246,56806
37,285973,516,268516,40,181658,350,170094,117,141596
134,127851,142,109554,107,82093,145,76840,81,74833
203,100421,96,71899,777,41148,67,40404,429,39981
157,125333,53,122068,412,117665,81,94848,266,75401
59,239522,64,214621,81,108503,5,106101,110,78972
92,255745,777,101193,114,95873,39,76947,24,40226
104,132447,81,127890,236,111952,238,95367,145,93917
103,810830,113,108943,84,87541,164,66905,102,38536
67,221871,92,199486,145,181299,245,146931,41,134048
142,575070,145,182580,245,92722,236,90664,104,86448
122,697775,266,385090,875,143835,82,90291,58,71769
37,116722,62,103390,235,87637,147,84593,121,65164
245,33722,2,27344,34,26908,105,25329,421,23818
5,53980,39,34927,777,33228,157,32629,246,29444
91,363547,90,187269,875,154577,42,117132,20,87281
98,1172416,24,271685,157,76571,84,62819,39,55349
412,134925,111,110826,222,88297,89,72874,67,62331
92,715593,82,53450,58,48994,516,44925,887,44288
84,803054,145,65272,29,64431,150,52100,81,51121
54,95081,62,58146,245,48135,82,44331,38,43836
245,160870,104,115424,121,104453,266,79395,875,75699
429,778604,67,745099,145,614491,18,192479,222,111629
120,470246,3,264705,39,158004,111,136952,157,122004
51,42391,84,41193,4,30985,13,28164,61,25938
12,119747,526,86599,37,79395,67,63808,117,57941
39,540470,10,141541,28,124875,86,118059,875,62751
142,174318,81,112650,112,112138,7,110429,222,89013
145,259584,67,126822,22,115022,79,88395,236,75447
99,289657,103,217716,10,128088,142,110402,81,106938
412,258451,45,144448,157,130412,75,125263,99,119576
55,37286,28,37043,203,33768,245,29882,107,27098
497,399186,236,287161,89,272901,412,250491,67,225671
40,66714,117,58637,25,32935,89,30866,267,21806
21,212762,22,136546,222,99617,38,94061,67,88143
86,286257,91,217268,24,46930,246,37582,777,29199
50,164104,202,131579,267,128443,81,127827,96,121611
16,3167209,412,1422641,267,598011,53,550554,40,382284
121,349716,2,206555,120,175394,104,163446,141,109512
43,73570,89,45861,12,32551,40,29229,526,24074
164,75066,58,40045,104,37714,24,35758,266,24491
266,108419,126,86832,82,31786,8,29491,10,29488
9,38286,236,24978,141,24759,203,23793,91,22808
20,168835,234,107121,141,106566,62,85571,421,56684
114,1879300,141,496117,92,454993,164,315926,122,244208
412,354118,432,71938,555,50664,25,33447,53,26199
23,36536,91,35115,75,26296,92,22645,166,21486
119,290487,14,153544,67,113595,16,110152,39,103718
86,523532,39,314150,91,254881,82,135298,67,102958
45,369223,876,368259,84,95962,887,76149,110,59894
