Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
64,135636,21,123734,43,119217,32,107717,81,97450
412,323814,157,320037,238,302522,92,203620,103,124309
122,99806,126,85812,58,60674,875,58514,412,51893
154,844832,157,165037,141,86096,777,72810,67,54810
11,599551,28,228695,245,170636,36,121243,120,106110
412,275317,64,203278,53,62271,78,53391,104,53342
126,306534,164,238542,266,90855,236,80184,54,69990
164,37458,84,34421,39,33157,64,28116,517,26921
24,326755,122,307147,64,121749,67,79980,120,67047
42,348276,72,145293,22,114976,99,100096,91,34475
154,266134,7,251394,81,160997,64,158240,145,155095
81,188692,145,110424,202,80519,236,55791,22,48840
777,37909,360,34861,81,26438,7,23849,114,21904
84,157047,114,85686,86,49087,82,32998,62,29700
238,216963,24,208353,58,175890,38,135257,157,100676
131,182034,238,101313,126,78138,8,64205,19,37776
112,289182,42,234555,67,190776,63,171489,143,134686
122,161419,157,157431,64,143982,39,131779,81,126696
238,238946,55,96565,91,51038,777,35288,145,26457
105,1227589,89,317653,81,102656,32,92553,53,88489
3,363833,84,54069,80,27144,64,25231,101,25073
142,625354,238,533155,84,469421,38,386858,517,347416
7,563986,67,262088,238,241750,64,154447,245,107637
234,74920,517,44067,64,39286,91,33223,101,30804
1,274699,150,250391,83,127316,201,114894,154,112583
360,84598,39,74379,141,66898,5,45722,64,40812
107,63745,104,34507,39,32327,126,28298,69,26521
92,152347,99,82153,64,79399,157,76890,412,69766
157,206969,126,68441,777,50371,54,49088,80,38926
81,294333,145,171439,67,155483,238,115674,222,111917
43,74057,81,71120,523,56302,202,52511,64,40341
64,283320,412,232011,67,182494,81,158279,11,102018
98,157882,121,105533,238,84961,28,75273,777,51784
10,991800,235,492679,133,420287,67,378779,16,253656
82,133910,122,132728,150,97897,86,95927,157,91034
412,94600,875,75059,526,47705,12,44752,3,42532
133,797733,21,671337,48,468836,122,427275,254,330071
245,192966,202,135152,86,116841,236,90386,6,74621
67,101584,157,99215,777,94090,360,94038,81,81317
83,894824,266,32195,24,30506,48,27788,516,25422
76,236620,420,164128,223,135674,57,132184,54,71370
81,616124,236,507568,202,355725,4,321335,412,168928
238,248753,157,218109,91,206798,11,204891,81,202549
101,1118873,161,141877,29,48928,53,33070,81,22856
