,Main Champion,Main Lane,Champion,Mastery
1,MonkeyKing,jg,Vayne,0.04072562017716543
2,MonkeyKing,jg,Lucian,0.04274815371141861
0,MonkeyKing,jg,Lux,0.04303093330265952
1,MonkeyKing,jg,Blitzcrank,0.04381177054412157
2,MonkeyKing,jg,Pantheon,0.044705351327766145
0,Mordekaiser,top,Sett,0.05752383717077324
1,Mordekaiser,top,Darius,0.059826683403948575
2,Mordekaiser,top,Garen,0.06782345922258724
0,Mordekaiser,top,Kayn,0.026321040087465948
1,Mordekaiser,top,MasterYi,0.04053953738364771
2,Mordekaiser,top,Viego,0.05874274667453646
0,Mordekaiser,top,Yasuo,0.02316067348861337
1,Mordekaiser,top,Yone,0.025740938439895042
2,Mordekaiser,top,Veigar,0.02917638667516939
0,Mordekaiser,top,Jhin,0.02315661217697975
1,Mordekaiser,top,Ezreal,0.025652427840377818
2,Mordekaiser,top,Ashe,0.02687346405506573
0,Mordekaiser,top,Pyke,0.026408455009715583
1,Mordekaiser,top,Pantheon,0.032502977609301424
2,Mordekaiser,top,Lux,0.04166548816500692
0,Morgana,sup,Teemo,0.014993180962008756
1,Morgana,sup,Malphite,0.021450669088112155
2,Morgana,sup,Garen,0.027171034184757355
0,Morgana,sup,MasterYi,0.022047882015465467
1,Morgana,sup,Warwick,0.02672253495348188
2,Morgana,sup,Fiddlesticks,0.032075081799849366
0,Morgana,sup,Veigar,0.01287755624490619
1,Morgana,sup,Ahri,0.014581596046213985
2,Morgana,sup,Neeko,0.022880870181702404
0,Morgana,sup,Ashe,0.010246673948527296
1,Morgana,sup,MissFortune,0.01469689801639618
2,Morgana,sup,Ezreal,0.016396407079038507
0,Morgana,sup,Lux,0.013495010548628561
1,Morgana,sup,Leona,0.03752948240885675
2,Morgana,sup,Thresh,0.0381835415491426
0,Nami,sup,Teemo,0.013537507352171619
1,Nami,sup,Kayle,0.02855325527504095
2,Nami,sup,Malphite,0.03064707047908213
0,Nami,sup,Evelynn,0.029875679976289853
1,Nami,sup,Nidalee,0.0343118706123185
2,Nami,sup,LeeSin,0.03774560225293549
0,Nami,sup,Ahri,0.011304092659026845
1,Nami,sup,Neeko,0.019263797315045374
2,Nami,sup,Veigar,0.023257341046180734
0,Nami,sup,MissFortune,0.013359780750187742
1,Nami,sup,Caitlyn,0.01802577630907489
2,Nami,sup,Ashe,0.02011988462356033
0,Nami,sup,Lulu,0.019122588350027055
1,Nami,sup,Soraka,0.019254493738955717
2,Nami,sup,Lux,0.025902317886213645
0,Nasus,top,Garen,0.03882816161545403
1,Nasus,top,Darius,0.04970928165890161
2,Nasus,top,Jax,0.06535157570652637
0,Nasus,top,MasterYi,0.036242016481631834
1,Nasus,top,Kayn,0.045076706573958826
2,Nasus,top,Warwick,0.0462719419586917
0,Nasus,top,Veigar,0.023624558002472415
1,Nasus,top,Yasuo,0.029568443034958786
2,Nasus,top,Galio,0.07368014215508031
0,Nasus,top,Jhin,0.02832619348580382
1,Nasus,top,Ezreal,0.03876575134395703
2,Nasus,top,Ashe,0.04311378155377811
0,Nasus,top,Lux,0.03631800030518548
1,Nasus,top,Blitzcrank,0.042836630857733995
2,Nasus,top,Pyke,0.04481603170408752
0,Nautilus,sup,Malphite,0.025790384711011572
1,Nautilus,sup,Garen,0.03405059187667247
2,Nautilus,sup,Sett,0.05169628585334399
0,Nautilus,sup,LeeSin,0.049823134147555466
1,Nautilus,sup,JarvanIV,0.05168308346291323
2,Nautilus,sup,MasterYi,0.06331679523032661
0,Nautilus,sup,Veigar,0.025219790446024327
1,Nautilus,sup,Galio,0.026665904160179055
2,Nautilus,sup,Annie,0.04171593333859407
0,Nautilus,sup,Ezreal,0.02313110598446356
1,Nautilus,sup,MissFortune,0.02791820531906147
2,Nautilus,sup,Ashe,0.030850849806177406
0,Nautilus,sup,Leona,0.03232731878486502
1,Nautilus,sup,Thresh,0.0411283340608477
2,Nautilus,sup,Blitzcrank,0.0455536572727732
0,Neeko,mid,Teemo,0.05568458364454895
1,Neeko,mid,Akali,0.0559201189053739
2,Neeko,mid,Malphite,0.06442709502352247
0,Neeko,mid,Lillia,0.051315520514326946
1,Neeko,mid,Diana,0.05463651667947537
2,Neeko,mid,Ekko,0.05611670741242486
0,Neeko,mid,Ahri,0.029439204974735615
1,Neeko,mid,Zoe,0.07456882234562294
2,Neeko,mid,Annie,0.11703076688166655
0,Neeko,mid,Ezreal,0.028260795550929023
1,Neeko,mid,MissFortune,0.04196546357051895
2,Neeko,mid,Caitlyn,0.0494719883777586
0,Neeko,mid,Lux,0.026822502105600277
1,Neeko,mid,Morgana,0.056615967503041174
2,Neeko,mid,Senna,0.06449524415809414
0,Nidalee,jg,Gragas,0.03212057224676093
1,Nidalee,jg,Irelia,0.03319499440735469
2,Nidalee,jg,Akali,0.03515423342576646
0,Nidalee,jg,LeeSin,0.013121939469783123
1,Nidalee,jg,Graves,0.0209943165772233
2,Nidalee,jg,Elise,0.07582127297682752
0,Nidalee,jg,Yasuo,0.021105935674209937
1,Nidalee,jg,Sylas,0.02677466966753853
2,Nidalee,jg,Zed,0.034886365561775434
0,Nidalee,jg,Ezreal,0.011615301882798449
1,Nidalee,jg,Lucian,0.018986303616846487
2,Nidalee,jg,Vayne,0.022889006432092518
0,Nidalee,jg,Thresh,0.016506576353116004
1,Nidalee,jg,Blitzcrank,0.02624581020777178
2,Nidalee,jg,Morgana,0.03304476682953014
0,Nocturne,jg,Malphite,0.07240704181459479
1,Nocturne,jg,Teemo,0.09170620022966883
2,Nocturne,jg,Jax,0.0926622385837316
0,Nocturne,jg,LeeSin,0.0922996311298317
1,Nocturne,jg,MasterYi,0.0984742166438915
2,Nocturne,jg,Ekko,0.10140075402830177
0,Nocturne,jg,Yasuo,0.06197652000613548
1,Nocturne,jg,Sylas,0.07825610652653091
2,Nocturne,jg,Galio,0.08728238213117595
0,Nocturne,jg,Ezreal,0.04051042283660775
1,Nocturne,jg,Ashe,0.05379780727822503
2,Nocturne,jg,Lucian,0.05577858280146693
0,Nocturne,jg,Blitzcrank,0.04139501361772594
1,Nocturne,jg,Pantheon,0.056100005649378414
2,Nocturne,jg,Thresh,0.0730578636552789
0,Nunu,jg,Jax,0.036837969048869115
1,Nunu,jg,Garen,0.043701299585352925
2,Nunu,jg,Malphite,0.04382587825057025
0,Nunu,jg,Kayn,0.050021214516185145
1,Nunu,jg,Zac,0.055656496273783405
2,Nunu,jg,Warwick,0.06220620605348539
0,Nunu,jg,Yasuo,0.026965638121224784
1,Nunu,jg,Veigar,0.0337777373523841
2,Nunu,jg,Sylas,0.049340505430113646
0,Nunu,jg,Ezreal,0.020146391938623845
1,Nunu,jg,Ashe,0.031371037284623815
2,Nunu,jg,Tristana,0.043411322244343846
0,Nunu,jg,Blitzcrank,0.03571549278860814
1,Nunu,jg,Amumu,0.037398454730381135
2,Nunu,jg,Thresh,0.040336714502410255
0,Olaf,jg,Jax,0.11395242272272231
1,Olaf,jg,Volibear,0.15845144448246687
2,Olaf,jg,Garen,0.1744365876435372
0,Olaf,jg,LeeSin,0.10535643642593023
1,Olaf,jg,MasterYi,0.2253276018052241
2,Olaf,jg,Ekko,0.2267920494379295
0,Olaf,jg,Sylas,0.08575185338435024
1,Olaf,jg,Yasuo,0.10303841518463393
2,Olaf,jg,Veigar,0.10763473874904986
0,Olaf,jg,Ezreal,0.06778892937076729
1,Olaf,jg,Lucian,0.09624414634837378
2,Olaf,jg,Vayne,0.11688256348887846
0,Olaf,jg,Blitzcrank,0.0802471034350171
1,Olaf,jg,Pantheon,0.10247570565319944
2,Olaf,jg,Amumu,0.10421117266288432
0,Orianna,mid,Akali,0.07326430828361684
1,Orianna,mid,Irelia,0.08566801131044956
2,Orianna,mid,Jax,0.1062201780883099
0,Orianna,mid,LeeSin,0.04438198219242501
1,Orianna,mid,Ekko,0.0719117508695844
2,Orianna,mid,Diana,0.08552781066587706
0,Orianna,mid,TwistedFate,0.09091140940537408
1,Orianna,mid,Syndra,0.10949530365353982
2,Orianna,mid,Cassiopeia,0.12372785853005153
0,Orianna,mid,Ezreal,0.029448792289867572
1,Orianna,mid,Lucian,0.041827367979190705
2,Orianna,mid,Vayne,0.05126751254150496
0,Orianna,mid,Lux,0.06102861125698999
1,Orianna,mid,Thresh,0.06236837037086519
2,Orianna,mid,Xerath,0.08382806028924106
0,Ornn,top,Sett,0.05731839706119047
1,Ornn,top,Akali,0.07217994810585263
2,Ornn,top,Urgot,0.08406175000666638
0,Ornn,top,LeeSin,0.04519929986482086
1,Ornn,top,Kayn,0.05404728529827129
2,Ornn,top,MasterYi,0.05790159162426722
0,Ornn,top,Sylas,0.027917996502050273
1,Ornn,top,Galio,0.034259577104299006
2,Ornn,top,Yasuo,0.03445208494217896
0,Ornn,top,Ezreal,0.022277711894502613
1,Ornn,top,Jhin,0.048121455721379665
2,Ornn,top,Ashe,0.04834390239945861
0,Ornn,top,Thresh,0.03409479185133772
1,Ornn,top,Blitzcrank,0.037166258349142466
2,Ornn,top,Maokai,0.049011287326714
0,Pantheon,sup,Malphite,0.032037146142604084
1,Pantheon,sup,Sett,0.0357379420161137
2,Pantheon,sup,Renekton,0.05128519890922379
0,Pantheon,sup,LeeSin,0.035271566640071764
1,Pantheon,sup,MasterYi,0.040174273659511366
2,Pantheon,sup,Kayn,0.04286858740248453
0,Pantheon,sup,Sylas,0.030096437531781327
1,Pantheon,sup,Yone,0.032627220573530236
2,Pantheon,sup,Yasuo,0.03352452375842712
0,Pantheon,sup,Ezreal,0.022311442360527775
1,Pantheon,sup,Ashe,0.02583678077219708
2,Pantheon,sup,Lucian,0.031767434768013275
0,Pantheon,sup,Pyke,0.044582259269161914
1,Pantheon,sup,Blitzcrank,0.045495140945601156
2,Pantheon,sup,Lux,0.05627299372839928
0,Poppy,jg,Teemo,0.061124410779916497
1,Poppy,jg,Irelia,0.08240563651028963
2,Poppy,jg,Fiora,0.08667681423671475
0,Poppy,jg,LeeSin,0.06484804568701888
1,Poppy,jg,Warwick,0.10231180053059669
2,Poppy,jg,Kayn,0.10269791437430698
0,Poppy,jg,Yasuo,0.038891213924633086
1,Poppy,jg,Sylas,0.05416736341456214
2,Poppy,jg,Zoe,0.05858866515094456
0,Poppy,jg,Ezreal,0.031134985802950484
1,Poppy,jg,Vayne,0.050271561994863656
2,Poppy,jg,Tristana,0.05549276589844847
0,Poppy,jg,Lux,0.059255673894078056
1,Poppy,jg,Blitzcrank,0.06693346239744793
2,Poppy,jg,Thresh,0.08403779343914211
0,Pyke,sup,Sett,0.007467503260959685
1,Pyke,sup,Akali,0.008227472907437644
2,Pyke,sup,Irelia,0.012587775622009356
0,Pyke,sup,Kayn,0.005704963914238227
1,Pyke,sup,LeeSin,0.006755277196497179
2,Pyke,sup,MasterYi,0.008297885596840407
0,Pyke,sup,Yasuo,0.003959054635812312
1,Pyke,sup,Sylas,0.008031040836891098
2,Pyke,sup,Zed,0.0080849913463866
0,Pyke,sup,Ezreal,0.004232571369165362
1,Pyke,sup,Jhin,0.005836660567295578
2,Pyke,sup,Lucian,0.009253807133499908
0,Pyke,sup,Thresh,0.006417326160117746
1,Pyke,sup,Blitzcrank,0.008490021324599436
2,Pyke,sup,Lux,0.011607814154054158
0,Qiyana,mid,Akali,0.019898027320961104
1,Qiyana,mid,Irelia,0.03244599686982812
2,Qiyana,mid,Fiora,0.05369543828802084
0,Qiyana,mid,Ekko,0.03490012278041062
1,Qiyana,mid,LeeSin,0.03655612582303283
2,Qiyana,mid,Kayn,0.04194276294239386
0,Qiyana,mid,Yasuo,0.043237052670356386
1,Qiyana,mid,Sylas,0.055016420523400014
2,Qiyana,mid,Fizz,0.06417030062789367
0,Qiyana,mid,Ezreal,0.024807517339200065
1,Qiyana,mid,Kaisa,0.02893759494909525
2,Qiyana,mid,Lucian,0.037798621847845014
0,Qiyana,mid,Lux,0.030175189086757506
1,Qiyana,mid,Pyke,0.03424255585436883
2,Qiyana,mid,Senna,0.045062301931461865
0,Quinn,top,Teemo,0.11645120271485185
1,Quinn,top,Malphite,0.15502547083930004
2,Quinn,top,Garen,0.23449169967593747
0,Quinn,top,MasterYi,0.08221765132965535
1,Quinn,top,Shaco,0.17659117263355803
2,Quinn,top,XinZhao,0.17888040272551559
0,Quinn,top,Yasuo,0.1329219407436725
1,Quinn,top,Zed,0.15478533943721354
2,Quinn,top,Veigar,0.18499074684825184
0,Quinn,top,Ezreal,0.06558831284183018
1,Quinn,top,Vayne,0.10041987089401691
2,Quinn,top,Ashe,0.1054299260355362
0,Quinn,top,Lux,0.11707217005724238
1,Quinn,top,Blitzcrank,0.16144928604370284
2,Quinn,top,Thresh,0.1895871421311578
0,Rakan,sup,Akali,0.029355276223542788
1,Rakan,sup,Shen,0.03199919594147033
2,Rakan,sup,TahmKench,0.03320821938236842
0,Rakan,sup,LeeSin,0.022081191007667228
1,Rakan,sup,Ekko,0.03275392364661503
2,Rakan,sup,Kayn,0.033127853854556875
0,Rakan,sup,Galio,0.01848613558351628
1,Rakan,sup,Yasuo,0.019773352692241748
2,Rakan,sup,Ryze,0.03546740509694934
0,Rakan,sup,Ezreal,0.01357522981105037
1,Rakan,sup,Jhin,0.022383722103491873
2,Rakan,sup,Kaisa,0.024920367915059215
0,Rakan,sup,Thresh,0.017032569985696952
1,Rakan,sup,Pyke,0.029234273904501677
2,Rakan,sup,Alistar,0.04657966393560542
0,Rammus,jg,Malphite,0.07402035939393965
1,Rammus,jg,Jax,0.08257180104672553
2,Rammus,jg,Garen,0.09144750697206716
0,Rammus,jg,MasterYi,0.07534798653638038
1,Rammus,jg,LeeSin,0.1275279203316906
2,Rammus,jg,Warwick,0.17398485044491807
0,Rammus,jg,Yasuo,0.06529444115367468
1,Rammus,jg,Veigar,0.10479904169233535
2,Rammus,jg,Galio,0.12017214911796062
0,Rammus,jg,Ezreal,0.06782309195128991
1,Rammus,jg,Lucian,0.08777930505901087
2,Rammus,jg,Ashe,0.08867082827037055
0,Rammus,jg,Amumu,0.08193291733582346
1,Rammus,jg,Thresh,0.09078847342455083
2,Rammus,jg,Blitzcrank,0.10288095043199369
0,RekSai,jg,Rengar,0.04866486163934584
1,RekSai,jg,Gragas,0.06004040797335578
2,RekSai,jg,Jax,0.0659394447028636
0,RekSai,jg,LeeSin,0.04087427294911837
1,RekSai,jg,Khazix,0.058969038429659136
2,RekSai,jg,Elise,0.06505614791461842
0,RekSai,jg,Yasuo,0.03258771870984778
1,RekSai,jg,Zed,0.04145489899149282
2,RekSai,jg,Sylas,0.051916815847909165
0,RekSai,jg,Ezreal,0.025078904931529093
1,RekSai,jg,Lucian,0.031004456116798487
2,RekSai,jg,Vayne,0.03982068464538414
0,RekSai,jg,Thresh,0.03450410004001866
1,RekSai,jg,Blitzcrank,0.041462204788744954
2,RekSai,jg,Pyke,0.05910102079804064
0,Rell,sup,Akali,0.2336382902026656
1,Rell,sup,Irelia,0.30636329259095085
2,Rell,sup,Sett,0.3156622054542047
0,Rell,sup,Trundle,0.3149832053299285
1,Rell,sup,Kindred,0.3199050430978166
2,Rell,sup,Lillia,0.46228070587019365
0,Rell,sup,Yasuo,0.23587104654990465
1,Rell,sup,Cassiopeia,0.23745553421301716
2,Rell,sup,Sylas,0.3167383988484937
0,Rell,sup,Samira,0.17206909999368053
1,Rell,sup,Jhin,0.23582039584255493
2,Rell,sup,Vayne,0.2383733367076829
0,Rell,sup,Senna,0.2871496829827929
1,Rell,sup,Leona,0.4385206592121742
2,Rell,sup,Swain,0.449831192937633
0,Renekton,top,Jax,0.0503264656935437
1,Renekton,top,Darius,0.052687808952157966
2,Renekton,top,Malphite,0.05597735509832868
0,Renekton,top,LeeSin,0.022390898948980418
1,Renekton,top,MasterYi,0.041023340084722235
2,Renekton,top,Kayn,0.04352593834529191
0,Renekton,top,Sylas,0.022435457849415266
1,Renekton,top,Yasuo,0.023861734869269145
2,Renekton,top,Zed,0.03306184890102541
0,Renekton,top,Ezreal,0.014236827506984639
1,Renekton,top,Lucian,0.020185218587615857
2,Renekton,top,Vayne,0.03941207399813962
0,Renekton,top,Thresh,0.03094249571287809
1,Renekton,top,Blitzcrank,0.03142804960030766
2,Renekton,top,Pantheon,0.03394109864278549
0,Rengar,top,Riven,0.017267096805835186
1,Rengar,top,Jax,0.02533717611882564
2,Rengar,top,Camille,0.028071724576612098
0,Rengar,top,LeeSin,0.008554270666834635
1,Rengar,top,Khazix,0.01077059239610541
2,Rengar,top,Kayn,0.015771299467362013
0,Rengar,top,Yasuo,0.00666447674890246
1,Rengar,top,Zed,0.007750177654042408
2,Rengar,top,Katarina,0.02045120009358969
0,Rengar,top,Ezreal,0.008957366874010157
1,Rengar,top,Vayne,0.010201448934111776
2,Rengar,top,Lucian,0.012169343232937628
0,Rengar,top,Thresh,0.010429326427884541
1,Rengar,top,Pyke,0.013387740259091249
2,Rengar,top,Blitzcrank,0.014209071697752632
0,Riven,top,Irelia,0.009294443824658058
1,Riven,top,Akali,0.014571671756496507
2,Riven,top,Fiora,0.014819190115506971
0,Riven,top,LeeSin,0.004963153071489426
1,Riven,top,Kayn,0.01153666867693706
2,Riven,top,Ekko,0.012845251835898332
0,Riven,top,Yasuo,0.0038006431752305465
1,Riven,top,Zed,0.0062957672390904235
2,Riven,top,Katarina,0.010991312498937604
0,Riven,top,Vayne,0.005012046705828032
1,Riven,top,Ezreal,0.006570612363183187
2,Riven,top,Lucian,0.007735062468024684
0,Riven,top,Thresh,0.00740038909605008
1,Riven,top,Blitzcrank,0.009611923345404838
2,Riven,top,Lux,0.010118707308701591
0,Rumble,top,Jayce,0.1686269462186194
1,Rumble,top,Fiora,0.17424948533084722
2,Rumble,top,Shen,0.21493004647704958
0,Rumble,top,LeeSin,0.05471232884199313
1,Rumble,top,Graves,0.07768705104469553
2,Rumble,top,Ekko,0.10217683715763864
0,Rumble,top,Viktor,0.06703714006870984
1,Rumble,top,Ryze,0.11262780305362986
2,Rumble,top,Orianna,0.1282444635418194
0,Rumble,top,Ezreal,0.038935826311404444
1,Rumble,top,Lucian,0.0627610805382781
2,Rumble,top,Caitlyn,0.067570618950383
0,Rumble,top,Pantheon,0.085133969226374
1,Rumble,top,Maokai,0.08516556263801352
2,Rumble,top,Blitzcrank,0.08724093320479841
0,Ryze,mid,Akali,0.04025072656041637
1,Ryze,mid,Irelia,0.051311317264171756
2,Ryze,mid,Aatrox,0.07001646382685325
0,Ryze,mid,LeeSin,0.028441598566895963
1,Ryze,mid,Ekko,0.0508047674541403
2,Ryze,mid,MasterYi,0.05288235752270109
0,Ryze,mid,Yasuo,0.04068172275277805
1,Ryze,mid,Vladimir,0.06855131084562296
2,Ryze,mid,Viktor,0.08069005982822901
0,Ryze,mid,Ezreal,0.01939935928963368
1,Ryze,mid,Lucian,0.03548932254609378
2,Ryze,mid,Kaisa,0.04184040779999345
0,Ryze,mid,Thresh,0.03890343948845372
1,Ryze,mid,Blitzcrank,0.053678163686215745
2,Ryze,mid,Lux,0.06294508693975051
0,Samira,bot,Akali,0.025987878295196543
1,Samira,bot,Irelia,0.027273029806830506
2,Samira,bot,Sett,0.046597861070086156
0,Samira,bot,LeeSin,0.026980860873466097
1,Samira,bot,Kayn,0.04079279508172864
2,Samira,bot,MasterYi,0.04764116380959851
0,Samira,bot,Yasuo,0.01695138883362665
1,Samira,bot,Yone,0.03226857296991914
2,Samira,bot,Sylas,0.03637624734252325
0,Samira,bot,Ezreal,0.022804690115068173
1,Samira,bot,Kaisa,0.02873996614959174
2,Samira,bot,Jhin,0.04654550530729465
0,Samira,bot,Senna,0.02920481664630927
1,Samira,bot,Lux,0.03153899599890545
2,Samira,bot,Pyke,0.031733607000401357
0,Sejuani,jg,Jax,0.10567934955120871
1,Sejuani,jg,Gragas,0.12985332336437452
2,Sejuani,jg,Malphite,0.13733122697850972
0,Sejuani,jg,Kayn,0.11556703316767052
1,Sejuani,jg,LeeSin,0.17363304104977903
2,Sejuani,jg,Warwick,0.21471681990724484
0,Sejuani,jg,Veigar,0.10680413873041242
1,Sejuani,jg,Sylas,0.1620287594236894
2,Sejuani,jg,Yasuo,0.1887646848564166
0,Sejuani,jg,Ashe,0.07871963859637883
1,Sejuani,jg,Ezreal,0.08647155890699701
2,Sejuani,jg,Caitlyn,0.10401465794942648
0,Sejuani,jg,Amumu,0.08510376186282761
1,Sejuani,jg,Morgana,0.1046368442751113
2,Sejuani,jg,Blitzcrank,0.13601929177643496
0,Senna,sup,Teemo,0.03128234797829241
1,Senna,sup,Garen,0.04135967995967672
2,Senna,sup,Sett,0.04423864516039655
0,Senna,sup,Kayn,0.02781347090829307
1,Senna,sup,LeeSin,0.04085231280550031
2,Senna,sup,Ekko,0.04484767415537973
0,Senna,sup,Veigar,0.0236041390480631
1,Senna,sup,Yasuo,0.029023328964034718
2,Senna,sup,Ahri,0.033822489705593435
0,Senna,sup,Ezreal,0.01880189860008875
1,Senna,sup,Jhin,0.020827720743279
2,Senna,sup,Caitlyn,0.02562261071985847
0,Senna,sup,Lux,0.02429684521489349
1,Senna,sup,Thresh,0.048374820921766
2,Senna,sup,Yuumi,0.05491807793333409
0,Seraphine,sup,Akali,0.0956366193057562
1,Seraphine,sup,Kayle,0.12080887398268489
2,Seraphine,sup,Irelia,0.15716610087895902
0,Seraphine,sup,Lillia,0.10478371222428334
1,Seraphine,sup,Evelynn,0.11959509471107166
2,Seraphine,sup,Nunu,0.13868819021588358
0,Seraphine,sup,Ahri,0.05453255093432046
1,Seraphine,sup,Zoe,0.10146603845868601
2,Seraphine,sup,Veigar,0.11958079208162264
0,Seraphine,sup,MissFortune,0.0623797098863065
1,Seraphine,sup,Ashe,0.07800864226648441
2,Seraphine,sup,Kaisa,0.11537778868272104
0,Seraphine,sup,Lux,0.10129890972093379
1,Seraphine,sup,Lulu,0.13363063917392423
2,Seraphine,sup,Morgana,0.1690740098075306
0,Sett,top,Garen,0.01837772086422294
1,Sett,top,Mordekaiser,0.019533104439369498
2,Sett,top,Darius,0.021961087625144378
0,Sett,top,Kayn,0.010613607741486526
1,Sett,top,LeeSin,0.01128601685262515
2,Sett,top,MasterYi,0.015379895207534756
0,Sett,top,Yasuo,0.007041108997460723
1,Sett,top,Sylas,0.007984523504488326
2,Sett,top,Yone,0.00958040957772469
0,Sett,top,Ezreal,0.006631164124254905
1,Sett,top,Jhin,0.011947872821643064
2,Sett,top,Lucian,0.012886415245834752
0,Sett,top,Pantheon,0.00829291494781967
1,Sett,top,Pyke,0.0098635909437863
2,Sett,top,Blitzcrank,0.013704702548420567
0,Shaco,jg,Teemo,0.016001975643552244
1,Shaco,jg,Jax,0.018409206050916605
2,Shaco,jg,Akali,0.023459543722608167
0,Shaco,jg,LeeSin,0.013673575323200262
1,Shaco,jg,MasterYi,0.022359314493848675
2,Shaco,jg,Kayn,0.026291526659654126
0,Shaco,jg,Yasuo,0.01137829828076211
1,Shaco,jg,Zed,0.014152927519309924
2,Shaco,jg,Veigar,0.020709824501612347
0,Shaco,jg,Ezreal,0.009351944200798094
1,Shaco,jg,Jhin,0.013596602271351963
2,Shaco,jg,Vayne,0.01730324664862479
0,Shaco,jg,Thresh,0.016665266121969
1,Shaco,jg,Blitzcrank,0.016933947203977198
2,Shaco,jg,Pyke,0.017223525731822193
0,Shen,top,Jax,0.055780200667544744
1,Shen,top,Garen,0.05819052882437235
2,Shen,top,Sett,0.06223714354301942
0,Shen,top,LeeSin,0.019108792048671296
1,Shen,top,Ekko,0.040266610514291944
2,Shen,top,Kayn,0.041846237573873665
0,Shen,top,Yasuo,0.01797091355616652
1,Shen,top,Zed,0.027382566747926607
2,Shen,top,Galio,0.03268798836864166
0,Shen,top,Ezreal,0.016169730674038388
1,Shen,top,Jhin,0.024309604048484257
2,Shen,top,Lucian,0.02437382530915832
0,Shen,top,Thresh,0.02646043222791383
1,Shen,top,Pantheon,0.027574498558589736
2,Shen,top,Blitzcrank,0.033447717954838176
0,Shyvana,jg,Malphite,0.15638139841308168
1,Shyvana,jg,Nasus,0.15943582329008188
2,Shyvana,jg,Garen,0.1797024773411317
0,Shyvana,jg,LeeSin,0.17906003998464898
1,Shyvana,jg,Diana,0.18309173469560108
2,Shyvana,jg,Kayn,0.1848336749834096
0,Shyvana,jg,Yasuo,0.10373819377641637
1,Shyvana,jg,Zed,0.11221753801305966
2,Shyvana,jg,Veigar,0.137653307765537
0,Shyvana,jg,Ezreal,0.08436290466224705
1,Shyvana,jg,Kaisa,0.11700286632628852
2,Shyvana,jg,Caitlyn,0.12049160040246154
0,Shyvana,jg,Lux,0.11299279825841005
1,Shyvana,jg,Pantheon,0.12010147935969082
2,Shyvana,jg,Amumu,0.15775683050622633
0,Singed,top,Garen,0.12240288221077035
1,Singed,top,Nasus,0.14855711478428946
2,Singed,top,Teemo,0.16590327473583735
0,Singed,top,MasterYi,0.09940622678046535
1,Singed,top,Shaco,0.10097809725950997
2,Singed,top,LeeSin,0.10140019790884802
0,Singed,top,Ryze,0.07903505114508029
1,Singed,top,Vladimir,0.07906099191800263
2,Singed,top,TwistedFate,0.07982493504075215
0,Singed,top,Jhin,0.06235302999745038
1,Singed,top,Twitch,0.06276381981423569
2,Singed,top,Ezreal,0.06292785822985093
0,Singed,top,Alistar,0.07202460614735216
1,Singed,top,Thresh,0.08439739180487539
2,Singed,top,Pantheon,0.102328216277121
0,Sion,top,Gragas,0.08737879131682957
1,Sion,top,Gangplank,0.08748710050117739
2,Sion,top,Garen,0.08767346742549753
0,Sion,top,LeeSin,0.033940752240145394
1,Sion,top,Shaco,0.054735550704634615
2,Sion,top,Graves,0.06328757622022266
0,Sion,top,Yasuo,0.029600375058382557
1,Sion,top,Zed,0.04618191130667616
2,Sion,top,Sylas,0.049445692761246884
0,Sion,top,Jhin,0.024994339157290407
1,Sion,top,Ezreal,0.03180091707128698
2,Sion,top,Twitch,0.0394159225034339
0,Sion,top,Pyke,0.04191644949065353
1,Sion,top,Thresh,0.04531569374392476
2,Sion,top,Blitzcrank,0.0580263235266789
0,Sivir,bot,Teemo,0.11638627418316015
1,Sivir,bot,Jax,0.1924589921693593
2,Sivir,bot,Garen,0.23370723853494438
0,Sivir,bot,Shyvana,0.15804614295595126
1,Sivir,bot,Ekko,0.15979433876640675
2,Sivir,bot,MasterYi,0.16010611457112214
0,Sivir,bot,Veigar,0.08525079440578141
1,Sivir,bot,Ahri,0.11599899469526266
2,Sivir,bot,Galio,0.12144519542849247
0,Sivir,bot,Ashe,0.1075508913437789
1,Sivir,bot,Jinx,0.13636519804005734
2,Sivir,bot,Caitlyn,0.13904533005490402
0,Sivir,bot,Senna,0.08913514103848345
1,Sivir,bot,Lux,0.1178068592574703
2,Sivir,bot,Thresh,0.13320584103361352
0,Skarner,jg,Teemo,0.2314675111157728
1,Skarner,jg,Darius,0.2324399175373147
2,Skarner,jg,Nasus,0.23778459513675196
0,Skarner,jg,Hecarim,0.21881717518129554
1,Skarner,jg,XinZhao,0.27909509260331866
2,Skarner,jg,Kayn,0.2911403729959923
0,Skarner,jg,Yasuo,0.15702121274343392
1,Skarner,jg,Annie,0.23884303638345786
2,Skarner,jg,Vladimir,0.24061038529043038
0,Skarner,jg,Ezreal,0.13612956666157763
1,Skarner,jg,Tristana,0.22938604972090879
2,Skarner,jg,Jhin,0.2398595061478252
0,Skarner,jg,Thresh,0.1501955098245101
1,Skarner,jg,Pantheon,0.18060873533221564
2,Skarner,jg,Amumu,0.3097722455660614
0,Sona,sup,Teemo,0.024594902227416275
1,Sona,sup,Malphite,0.0451837688426581
2,Sona,sup,Kayle,0.06047022349863624
0,Sona,sup,Fiddlesticks,0.038469867759609776
1,Sona,sup,Warwick,0.04546635699563685
2,Sona,sup,MasterYi,0.05663632840522197
0,Sona,sup,Ahri,0.029800615580090645
1,Sona,sup,Veigar,0.03510777990114843
