,Main Champion,Main Lane,Champion,Mastery
0,Gwen,top,Ahri,0.4725669956824432
1,Gwen,top,Zed,0.4813946020340369
2,Gwen,top,Yone,0.48390732851129903
0,Gwen,top,Ezreal,0.30996634282528696
1,Gwen,top,Lucian,0.31390554033102697
2,Gwen,top,Caitlyn,0.44075855984672896
0,Gwen,top,Karma,0.32390197555910955
1,Gwen,top,Pantheon,0.4673003809038343
2,Gwen,top,Sona,0.4683730300269613
0,Hecarim,jg,Volibear,0.04844060554634378
1,Hecarim,jg,Jax,0.07043139478692952
2,Hecarim,jg,Malphite,0.07835667827656707
0,Hecarim,jg,LeeSin,0.05354379924656434
1,Hecarim,jg,Ekko,0.10214009847850489
2,Hecarim,jg,MasterYi,0.11377753116464887
0,Hecarim,jg,Zed,0.050071895686671315
1,Hecarim,jg,Sylas,0.05022912725014329
2,Hecarim,jg,Yasuo,0.05756336596770455
0,Hecarim,jg,Ezreal,0.03052780788924891
1,Hecarim,jg,Jhin,0.049366187019005345
2,Hecarim,jg,Lucian,0.05253659229248084
0,Hecarim,jg,Amumu,0.04411362287630755
1,Hecarim,jg,Blitzcrank,0.05377029235903947
2,Hecarim,jg,Thresh,0.05461376300441431
0,Heimerdinger,top,Teemo,0.06485849114598195
1,Heimerdinger,top,Garen,0.11255005370037655
2,Heimerdinger,top,Malphite,0.11583411103454866
0,Heimerdinger,top,Karthus,0.08555785537720041
1,Heimerdinger,top,MasterYi,0.08609795988987837
2,Heimerdinger,top,LeeSin,0.119803128037685
0,Heimerdinger,top,Veigar,0.03882333975292733
1,Heimerdinger,top,Annie,0.08765326610312896
2,Heimerdinger,top,Malzahar,0.10063094419151562
0,Heimerdinger,top,Ezreal,0.05145593249234903
1,Heimerdinger,top,MissFortune,0.054215383793024326
2,Heimerdinger,top,Caitlyn,0.06657372448868204
0,Heimerdinger,top,Morgana,0.06645873266325848
1,Heimerdinger,top,Lux,0.06979944084620751
2,Heimerdinger,top,Blitzcrank,0.09351604781411901
0,Illaoi,top,Darius,0.0624957898468695
1,Illaoi,top,Garen,0.06692492455886345
2,Illaoi,top,Teemo,0.08301921339960963
0,Illaoi,top,MasterYi,0.04617858359201651
1,Illaoi,top,Kayn,0.05178795052696933
2,Illaoi,top,Warwick,0.05837393853708325
0,Illaoi,top,Yasuo,0.03490411480469992
1,Illaoi,top,Veigar,0.03921627832024582
2,Illaoi,top,Sylas,0.07795569402897573
0,Illaoi,top,Ezreal,0.03661618204340951
1,Illaoi,top,Jhin,0.04128383332964769
2,Illaoi,top,Vayne,0.05598903154619042
0,Illaoi,top,Blitzcrank,0.03999857154984073
1,Illaoi,top,Lux,0.04215524178843767
2,Illaoi,top,Pyke,0.05151961154979142
0,Irelia,top,Akali,0.007157848744002481
1,Irelia,top,Camille,0.014199681422225661
2,Irelia,top,Fiora,0.020741794233985186
0,Irelia,top,LeeSin,0.005505141227807071
1,Irelia,top,Graves,0.011440675446179827
2,Irelia,top,Ekko,0.011921949272114742
0,Irelia,top,Yasuo,0.005409918151212292
1,Irelia,top,Sylas,0.007495327789021081
2,Irelia,top,Zed,0.011890479266831233
0,Irelia,top,Ezreal,0.0049808319373499535
1,Irelia,top,Kaisa,0.00706544728644503
2,Irelia,top,Lucian,0.0072246947090004645
0,Irelia,top,Thresh,0.007952378722999899
1,Irelia,top,Pantheon,0.010105203862872733
2,Irelia,top,Pyke,0.010517787386452345
0,Ivern,jg,Chogath,0.18420842859806924
1,Ivern,jg,Volibear,0.1862695683744739
2,Ivern,jg,Gragas,0.1884065216473632
0,Ivern,jg,MasterYi,0.16435063732277808
1,Ivern,jg,Nunu,0.17238318518164014
2,Ivern,jg,LeeSin,0.18270060916297687
0,Ivern,jg,Yasuo,0.1310196258817062
1,Ivern,jg,Neeko,0.13717581545676757
2,Ivern,jg,Veigar,0.13786853972215635
0,Ivern,jg,Ezreal,0.08534075771752204
1,Ivern,jg,Jhin,0.09257813644411879
2,Ivern,jg,Twitch,0.10521321329500535
0,Ivern,jg,Blitzcrank,0.11561656086729728
1,Ivern,jg,Bard,0.1274067715908023
2,Ivern,jg,Nautilus,0.22895592947818433
0,Janna,sup,Teemo,0.027187872507512336
1,Janna,sup,Malphite,0.034604466544920214
2,Janna,sup,Kayle,0.04847769851240512
0,Janna,sup,Evelynn,0.03961575436982757
1,Janna,sup,LeeSin,0.044560294074421226
2,Janna,sup,Nidalee,0.04798571290792479
0,Janna,sup,Ahri,0.02443004957235249
1,Janna,sup,Annie,0.03420047798535701
2,Janna,sup,Orianna,0.03635122718402037
0,Janna,sup,MissFortune,0.020283382406907146
1,Janna,sup,Ashe,0.02263296820401281
2,Janna,sup,Ezreal,0.026203423155982897
0,Janna,sup,Nami,0.0280834516606251
1,Janna,sup,Lulu,0.029637346090489358
2,Janna,sup,Lux,0.03865493636133813
0,JarvanIV,jg,Gragas,0.049618495029605116
1,JarvanIV,jg,Malphite,0.06299331067221206
2,JarvanIV,jg,Jax,0.07126011023944813
0,JarvanIV,jg,LeeSin,0.046908348765870515
1,JarvanIV,jg,Nocturne,0.12143134351914257
2,JarvanIV,jg,MasterYi,0.12169126906814144
0,JarvanIV,jg,Yasuo,0.05608359145375781
1,JarvanIV,jg,Ahri,0.05614019961536779
2,JarvanIV,jg,Sylas,0.06319554364791793
0,JarvanIV,jg,Ezreal,0.023764703135284303
1,JarvanIV,jg,Lucian,0.04253101336515059
2,JarvanIV,jg,Caitlyn,0.05925050780506843
0,JarvanIV,jg,Thresh,0.05798677336436351
1,JarvanIV,jg,Nautilus,0.07154923347967271
2,JarvanIV,jg,Blitzcrank,0.07274547587408522
0,Jax,top,Darius,0.02300873262642601
1,Jax,top,Garen,0.02816442735820271
2,Jax,top,Malphite,0.03511260523563118
0,Jax,top,MasterYi,0.012599748225418927
1,Jax,top,LeeSin,0.014897837806448313
2,Jax,top,Kayn,0.016705655652197022
0,Jax,top,Yasuo,0.008607408249372006
1,Jax,top,Zed,0.017657765271950406
2,Jax,top,Vladimir,0.018746127433497833
0,Jax,top,Ezreal,0.01019137547786067
1,Jax,top,Vayne,0.014723528544393289
2,Jax,top,Lucian,0.018094414806804137
0,Jax,top,Blitzcrank,0.01587270700850558
1,Jax,top,Lux,0.01734999536427041
2,Jax,top,Pantheon,0.017745933549678863
0,Jayce,top,Irelia,0.031194061462438225
1,Jayce,top,Camille,0.033064139454686316
2,Jayce,top,Fiora,0.05474521354022828
0,Jayce,top,LeeSin,0.01316537095964814
1,Jayce,top,Graves,0.016802790240643854
2,Jayce,top,Ekko,0.03513898797615357
0,Jayce,top,Sylas,0.01789532066080193
1,Jayce,top,Yasuo,0.023378966242847337
2,Jayce,top,Zed,0.028386943723894886
0,Jayce,top,Ezreal,0.012862679603808085
1,Jayce,top,Lucian,0.01314644748144922
2,Jayce,top,Vayne,0.027790529005975288
0,Jayce,top,Thresh,0.022169469451283424
1,Jayce,top,Pantheon,0.02751648440780476
2,Jayce,top,Blitzcrank,0.035410323329127795
0,Jhin,bot,Akali,0.010194566182601455
1,Jhin,bot,Garen,0.011461427374445525
2,Jhin,bot,Teemo,0.012230987393656113
0,Jhin,bot,LeeSin,0.005904596807523598
1,Jhin,bot,Kayn,0.006121492090948728
2,Jhin,bot,MasterYi,0.007649762043360258
0,Jhin,bot,Yasuo,0.003746283550148976
1,Jhin,bot,Zed,0.006449870459076377
2,Jhin,bot,Veigar,0.007234431227197053
0,Jhin,bot,Ezreal,0.004499233849553776
1,Jhin,bot,Kaisa,0.006017820360865146
2,Jhin,bot,Caitlyn,0.0074270703622268865
0,Jhin,bot,Senna,0.004952820022656482
1,Jhin,bot,Thresh,0.005428967023117619
2,Jhin,bot,Lux,0.005634884686378924
0,Jinx,bot,Teemo,0.01722476758810017
1,Jinx,bot,Irelia,0.01829950533111386
2,Jinx,bot,Akali,0.021774056075322852
0,Jinx,bot,MasterYi,0.01221188823303901
1,Jinx,bot,LeeSin,0.012291195356829536
2,Jinx,bot,Graves,0.01664373597724122
0,Jinx,bot,Yasuo,0.010052886637755753
1,Jinx,bot,Ahri,0.015713938812428975
2,Jinx,bot,Veigar,0.017735890376100134
0,Jinx,bot,Ezreal,0.011896509003600286
1,Jinx,bot,Kaisa,0.014516541327649181
2,Jinx,bot,Vayne,0.014911378354725228
0,Jinx,bot,Lux,0.009046846480054355
1,Jinx,bot,Thresh,0.011408961959099233
2,Jinx,bot,Senna,0.01735339072003395
0,Kaisa,bot,Irelia,0.003788790019200066
1,Kaisa,bot,Akali,0.003945405148064711
2,Kaisa,bot,Camille,0.00959491677535405
0,Kaisa,bot,LeeSin,0.0032393624118834136
1,Kaisa,bot,Graves,0.005262923818656779
2,Kaisa,bot,Ekko,0.0059853545423942086
0,Kaisa,bot,Yasuo,0.0032390398466086126
1,Kaisa,bot,Sylas,0.0057927259136783486
2,Kaisa,bot,Zed,0.0072710862379996456
0,Kaisa,bot,Ezreal,0.002554141783291727
1,Kaisa,bot,Vayne,0.005096201556793171
2,Kaisa,bot,Lucian,0.006431009671289536
0,Kaisa,bot,Senna,0.002987640145775957
1,Kaisa,bot,Thresh,0.004602611480957217
2,Kaisa,bot,Lux,0.00699101779700062
0,Kalista,bot,Irelia,0.11663686239483272
1,Kalista,bot,Akali,0.18191913073201732
2,Kalista,bot,Kayle,0.18920335079877454
0,Kalista,bot,LeeSin,0.07754641612262958
1,Kalista,bot,Nidalee,0.10254160831741882
2,Kalista,bot,Graves,0.1159393432247001
0,Kalista,bot,Yasuo,0.0585824624043489
1,Kalista,bot,Orianna,0.15054929147235852
2,Kalista,bot,Sylas,0.18936553205317874
0,Kalista,bot,Ezreal,0.06871769172183662
1,Kalista,bot,Vayne,0.08835597127217215
2,Kalista,bot,Kaisa,0.10449077723517664
0,Kalista,bot,Thresh,0.0786567443056669
1,Kalista,bot,Senna,0.08659634142855926
2,Kalista,bot,Pyke,0.13559667595946795
0,Karma,sup,Teemo,0.05594560397938201
1,Karma,sup,Malphite,0.059810000263487595
2,Karma,sup,Kayle,0.08659176810333309
0,Karma,sup,Poppy,0.08017649430585332
1,Karma,sup,LeeSin,0.08414439643101226
2,Karma,sup,Diana,0.10599324247079635
0,Karma,sup,Ahri,0.06031930581633406
1,Karma,sup,Galio,0.06398165853587695
2,Karma,sup,Orianna,0.06892542782199194
0,Karma,sup,Ezreal,0.0348093257417712
1,Karma,sup,Ashe,0.03631779264136427
2,Karma,sup,MissFortune,0.04401188208214652
0,Karma,sup,Morgana,0.05307741156673538
1,Karma,sup,Lulu,0.055352601011493995
2,Karma,sup,Leona,0.09327476678585063
0,Karthus,jg,Heimerdinger,0.11810478082709765
1,Karthus,jg,Gangplank,0.13342272713445974
2,Karthus,jg,Malphite,0.1386932943809768
0,Karthus,jg,LeeSin,0.07900458339870961
1,Karthus,jg,Graves,0.11877585970465167
2,Karthus,jg,Shaco,0.17645845152562228
0,Karthus,jg,Veigar,0.09402982775868758
1,Karthus,jg,Yasuo,0.0943666321481253
2,Karthus,jg,TwistedFate,0.10251539474712364
0,Karthus,jg,Ezreal,0.04238429826392106
1,Karthus,jg,Caitlyn,0.07864320920529906
2,Karthus,jg,Lucian,0.08573649448879811
0,Karthus,jg,Thresh,0.08310472450409657
1,Karthus,jg,Xerath,0.10165344668448063
2,Karthus,jg,Blitzcrank,0.10377454493407917
0,Kassadin,mid,Jax,0.04836283440700684
1,Kassadin,mid,Akali,0.050125145613111786
2,Kassadin,mid,Kayle,0.07113409765023125
0,Kassadin,mid,LeeSin,0.043863295974681735
1,Kassadin,mid,Ekko,0.048272503559674364
2,Kassadin,mid,Graves,0.04858095785078913
0,Kassadin,mid,TwistedFate,0.0646252511604929
1,Kassadin,mid,Zed,0.06603877518836493
2,Kassadin,mid,Yasuo,0.07276449354658984
0,Kassadin,mid,Ezreal,0.030098773846130113
1,Kassadin,mid,Lucian,0.03257292734680629
2,Kassadin,mid,Vayne,0.04040419030719639
0,Kassadin,mid,Xerath,0.039391969765312805
1,Kassadin,mid,Pantheon,0.05638739318982651
2,Kassadin,mid,Lux,0.05839434508330697
0,Katarina,mid,Akali,0.0035026700663263726
1,Katarina,mid,Irelia,0.004217328634177858
2,Katarina,mid,Riven,0.007238395021233543
0,Katarina,mid,LeeSin,0.005074891227777235
1,Katarina,mid,MasterYi,0.0068295383419460605
2,Katarina,mid,Ekko,0.007110678394811086
0,Katarina,mid,Yasuo,0.003506480206407977
1,Katarina,mid,Zed,0.005631380545702734
2,Katarina,mid,Leblanc,0.019871800975817
0,Katarina,mid,Vayne,0.004363789631673938
1,Katarina,mid,Ezreal,0.0048312195581259225
2,Katarina,mid,Kaisa,0.006227206055063093
0,Katarina,mid,Lux,0.004334587889739038
1,Katarina,mid,Pyke,0.005538128661256085
2,Katarina,mid,Thresh,0.00615915333329809
0,Kayle,top,Irelia,0.09688074947365535
1,Kayle,top,Garen,0.11195492680265128
2,Kayle,top,Teemo,0.11243104992557908
0,Kayle,top,MasterYi,0.051786107591760444
1,Kayle,top,Graves,0.05595297371063624
2,Kayle,top,Kayn,0.09454856965570896
0,Kayle,top,Yasuo,0.0692621786892098
1,Kayle,top,Sylas,0.08423970820500376
2,Kayle,top,Yone,0.08492913497586559
0,Kayle,top,Vayne,0.04633909420788765
1,Kayle,top,Kaisa,0.0481112915659198
2,Kayle,top,Ezreal,0.049120563559498544
0,Kayle,top,Senna,0.040314817661975144
1,Kayle,top,Lux,0.04977548091367838
2,Kayle,top,Pantheon,0.06852445282831379
0,Kayn,jg,Akali,0.00862193553299342
1,Kayn,jg,Jax,0.009560072842158429
2,Kayn,jg,Sett,0.009616032800589397
0,Kayn,jg,MasterYi,0.009054486372945526
1,Kayn,jg,LeeSin,0.010662113172759531
2,Kayn,jg,Ekko,0.01160722877244702
0,Kayn,jg,Yasuo,0.003201784223668512
1,Kayn,jg,Zed,0.005741835740918824
2,Kayn,jg,Sylas,0.007878925397603327
0,Kayn,jg,Ezreal,0.004347765073528357
1,Kayn,jg,Jhin,0.004939946428884063
2,Kayn,jg,Kaisa,0.008451894194471059
0,Kayn,jg,Pyke,0.004462895280982724
1,Kayn,jg,Pantheon,0.0077699980255741645
2,Kayn,jg,Thresh,0.007837797554717035
0,Kennen,top,Rumble,0.1995652840760604
1,Kennen,top,Quinn,0.21992358234269174
2,Kennen,top,Gnar,0.2919919685535112
0,Kennen,top,LeeSin,0.09380771572544352
1,Kennen,top,Diana,0.15795096764544173
2,Kennen,top,MonkeyKing,0.19278067960037942
0,Kennen,top,Sylas,0.12791774606051706
1,Kennen,top,Yasuo,0.132655368671345
2,Kennen,top,Vladimir,0.14733241975744432
0,Kennen,top,Ezreal,0.05432022945464285
1,Kennen,top,Jhin,0.09474779372291409
2,Kennen,top,Lucian,0.11867227241554415
0,Kennen,top,Blitzcrank,0.13538772513563643
1,Kennen,top,Alistar,0.18411753534243033
2,Kennen,top,Zilean,0.18952078531945799
0,Khazix,jg,Rengar,0.014523065361604184
1,Khazix,jg,Jax,0.01753758835046331
2,Khazix,jg,Akali,0.029207538414881915
0,Khazix,jg,Kayn,0.016256638098585498
1,Khazix,jg,LeeSin,0.018656390252712082
2,Khazix,jg,MasterYi,0.027546621725091487
0,Khazix,jg,Yasuo,0.00969902031707286
1,Khazix,jg,Zed,0.013680184977545232
2,Khazix,jg,Sylas,0.02193767093805028
0,Khazix,jg,Ezreal,0.011297671548559677
1,Khazix,jg,Lucian,0.014573358515567708
2,Khazix,jg,Vayne,0.017231155278127235
0,Khazix,jg,Pyke,0.018367354717510734
1,Khazix,jg,Thresh,0.018847446288896567
2,Khazix,jg,Morgana,0.02140690555851853
0,Kindred,jg,Akali,0.05016746315570687
1,Kindred,jg,Camille,0.05826122298054043
2,Kindred,jg,Kayle,0.07252684533477011
0,Kindred,jg,LeeSin,0.0712176035774406
1,Kindred,jg,Graves,0.07325265866702635
2,Kindred,jg,Kayn,0.08337152629515397
0,Kindred,jg,Yasuo,0.042417488707771206
1,Kindred,jg,Sylas,0.05066226322552887
2,Kindred,jg,Katarina,0.07233041666781218
0,Kindred,jg,Ezreal,0.030981940014581568
1,Kindred,jg,Vayne,0.04239420616018248
2,Kindred,jg,Kaisa,0.05197122852210001
0,Kindred,jg,Pantheon,0.0455569509251024
1,Kindred,jg,Senna,0.04556924541589349
2,Kindred,jg,Pyke,0.055898955148649634
0,Kled,top,Camille,0.11676799091496556
1,Kled,top,Urgot,0.11921348565073168
2,Kled,top,Sett,0.1272431516945688
0,Kled,top,Kayn,0.05366639487949378
1,Kled,top,Ekko,0.06564846055765604
2,Kled,top,LeeSin,0.07187994669588359
0,Kled,top,Yasuo,0.045308239626866344
1,Kled,top,Sylas,0.051906101586821435
2,Kled,top,Vladimir,0.061443604578971724
0,Kled,top,Jhin,0.04219245052046282
1,Kled,top,Ezreal,0.043615008344369134
2,Kled,top,Lucian,0.06787180383752033
0,Kled,top,Pyke,0.03940697356313748
1,Kled,top,Pantheon,0.05492834003383861
2,Kled,top,Blitzcrank,0.06150419957885912
0,KogMaw,bot,Garen,0.1836516081377114
1,KogMaw,bot,Rengar,0.18625248867857788
2,KogMaw,bot,Kayle,0.18891743022230134
0,KogMaw,bot,MasterYi,0.08557208295573501
1,KogMaw,bot,Shaco,0.1767922488164086
2,KogMaw,bot,LeeSin,0.230491930287963
0,KogMaw,bot,Ryze,0.1049577596988128
1,KogMaw,bot,Veigar,0.1346008060858081
2,KogMaw,bot,Yasuo,0.15351160790551505
0,KogMaw,bot,Twitch,0.11621429014060557
1,KogMaw,bot,Ezreal,0.1244338100104929
2,KogMaw,bot,Vayne,0.14737556471301091
0,KogMaw,bot,Blitzcrank,0.10464953224569913
1,KogMaw,bot,Senna,0.13722209906022165
2,KogMaw,bot,Brand,0.1556523494371635
0,Leblanc,mid,Akali,0.010654006753653834
1,Leblanc,mid,Irelia,0.011205081161417508
2,Leblanc,mid,Jayce,0.02691912660779896
0,Leblanc,mid,LeeSin,0.009404977421342942
1,Leblanc,mid,Ekko,0.016697549331029193
2,Leblanc,mid,Nidalee,0.02788598386552321
0,Leblanc,mid,Zed,0.0231652972952387
1,Leblanc,mid,Yasuo,0.025186148137772185
2,Leblanc,mid,Syndra,0.03794580895099185
0,Leblanc,mid,Ezreal,0.008296613388610185
1,Leblanc,mid,Lucian,0.01217538757279687
2,Leblanc,mid,Vayne,0.01807155567970082
0,Leblanc,mid,Thresh,0.017468938138027083
1,Leblanc,mid,Lux,0.017627657954967412
2,Leblanc,mid,Blitzcrank,0.019398425641932383
0,LeeSin,jg,Gragas,0.003153524481321108
1,LeeSin,jg,Irelia,0.003240030417771194
2,LeeSin,jg,Riven,0.00369637042889022
0,LeeSin,jg,Graves,0.0025292299470086642
1,LeeSin,jg,Nidalee,0.0034188002577244633
2,LeeSin,jg,Khazix,0.0055523322752166065
0,LeeSin,jg,Yasuo,0.0014268076158483465
1,LeeSin,jg,Zed,0.0017938114432496709
2,LeeSin,jg,Sylas,0.0032640679745856304
0,LeeSin,jg,Ezreal,0.0012325830693167017
1,LeeSin,jg,Lucian,0.001952614962161086
2,LeeSin,jg,Vayne,0.0020221014340757394
0,LeeSin,jg,Thresh,0.001568543553501176
1,LeeSin,jg,Blitzcrank,0.0023228373015438857
2,LeeSin,jg,Pyke,0.003891761145435924
0,Leona,sup,Malphite,0.01990306373030476
1,Leona,sup,Teemo,0.034796463678094684
2,Leona,sup,Garen,0.03534652980693119
0,Leona,sup,MasterYi,0.03259721092745784
1,Leona,sup,LeeSin,0.035166547589517844
2,Leona,sup,Warwick,0.042694681559796346
0,Leona,sup,Veigar,0.02565090312267812
1,Leona,sup,Galio,0.026649575322899733
2,Leona,sup,Yasuo,0.03165748995675218
0,Leona,sup,Ezreal,0.016822080921523996
1,Leona,sup,MissFortune,0.02118395335049367
2,Leona,sup,Caitlyn,0.021447462954638466
0,Leona,sup,Nautilus,0.025051644107816334
1,Leona,sup,Blitzcrank,0.032275878824390286
2,Leona,sup,Thresh,0.03754361111892426
0,Lillia,jg,Mordekaiser,0.11107670193548927
1,Lillia,jg,Rumble,0.15308772085790137
2,Lillia,jg,Irelia,0.17962563556531944
0,Lillia,jg,Graves,0.14170466414939073
1,Lillia,jg,LeeSin,0.14186092871567788
2,Lillia,jg,Poppy,0.18050394408643988
0,Lillia,jg,Sylas,0.1054762144259396
1,Lillia,jg,Yone,0.1189115367222856
2,Lillia,jg,Yasuo,0.1350538681211852
0,Lillia,jg,Ezreal,0.06647804703750831
1,Lillia,jg,MissFortune,0.11511871213429509
2,Lillia,jg,Jhin,0.11728780134533816
0,Lillia,jg,Pantheon,0.09457297016452258
1,Lillia,jg,Senna,0.09506375149971244
2,Lillia,jg,Lux,0.10337218980021459
0,Lissandra,mid,Malphite,0.08767649821975057
1,Lissandra,mid,Irelia,0.10416143486217126
2,Lissandra,mid,Camille,0.1907083585005917
0,Lissandra,mid,LeeSin,0.1003844662836761
1,Lissandra,mid,Diana,0.13313460967781204
2,Lissandra,mid,Ekko,0.1359896732934634
0,Lissandra,mid,Orianna,0.10434967947954749
1,Lissandra,mid,Viktor,0.1378770340826139
2,Lissandra,mid,Ahri,0.14616029204039468
0,Lissandra,mid,Ezreal,0.06579028560673396
1,Lissandra,mid,Lucian,0.10514512467538102
2,Lissandra,mid,Ziggs,0.11569635328475021
0,Lissandra,mid,Lux,0.10175825275314927
1,Lissandra,mid,Thresh,0.10350783253898346
2,Lissandra,mid,Lulu,0.11384453476857667
0,Lucian,bot,Akali,0.015791809167993772
1,Lucian,bot,Irelia,0.015962553280518866
2,Lucian,bot,Fiora,0.019548408817670438
0,Lucian,bot,LeeSin,0.006884931616898339
1,Lucian,bot,Graves,0.00941126645146845
2,Lucian,bot,Ekko,0.02095579973835505
0,Lucian,bot,Yasuo,0.007997688649548147
1,Lucian,bot,Zed,0.012494420344230601
2,Lucian,bot,Sylas,0.02086436896814658
0,Lucian,bot,Ezreal,0.007435983913646633
1,Lucian,bot,Kaisa,0.011713907740283525
2,Lucian,bot,Vayne,0.01395632493492872
0,Lucian,bot,Thresh,0.009968390752600965
1,Lucian,bot,Senna,0.011213710565968923
2,Lucian,bot,Blitzcrank,0.016189069422378754
0,Lulu,sup,Teemo,0.012783849217655779
1,Lulu,sup,Malphite,0.0212463238387264
2,Lulu,sup,Akali,0.02973072288344517
0,Lulu,sup,LeeSin,0.02349696813728508
1,Lulu,sup,Nidalee,0.02467637098328404
2,Lulu,sup,Evelynn,0.02976241259029636
0,Lulu,sup,Ahri,0.011298715918223104
1,Lulu,sup,Annie,0.019192224917769878
2,Lulu,sup,Veigar,0.021809496974671636
0,Lulu,sup,MissFortune,0.011288984093029792
1,Lulu,sup,Ashe,0.014816571398022688
2,Lulu,sup,Ezreal,0.015274397139198972
0,Lulu,sup,Nami,0.01610571977052827
1,Lulu,sup,Yuumi,0.019112894686847955
2,Lulu,sup,Lux,0.021260885250876906
0,Lux,sup,Teemo,0.0039902180476355485
1,Lux,sup,Akali,0.00480974476497027
2,Lux,sup,Irelia,0.006274421278736561
0,Lux,sup,Evelynn,0.005933656413605856
1,Lux,sup,Diana,0.007575593447991361
2,Lux,sup,MasterYi,0.007635835661024894
0,Lux,sup,Ahri,0.002682891288145254
1,Lux,sup,Neeko,0.004539722699567817
2,Lux,sup,Veigar,0.0056107219481267975
0,Lux,sup,MissFortune,0.0034570842965380147
1,Lux,sup,Caitlyn,0.004229987977247451
2,Lux,sup,Ashe,0.004331294534478594
0,Lux,sup,Morgana,0.005103692403105753
1,Lux,sup,Soraka,0.008828078304852162
2,Lux,sup,Nami,0.012511343211658078
0,Malphite,top,Garen,0.040252209733607235
1,Malphite,top,Teemo,0.0927402164418333
2,Malphite,top,Nasus,0.1103232453045614
0,Malphite,top,MasterYi,0.03891644484666062
1,Malphite,top,LeeSin,0.05207194162968605
2,Malphite,top,Warwick,0.07078548527074345
0,Malphite,top,Veigar,0.034829607043218476
1,Malphite,top,Yasuo,0.03616679742496343
2,Malphite,top,Galio,0.04716462022389957
0,Malphite,top,Ezreal,0.025163660946347154
1,Malphite,top,MissFortune,0.03488095335549668
2,Malphite,top,Vayne,0.049212601043787524
0,Malphite,top,Blitzcrank,0.02929794277691119
1,Malphite,top,Lux,0.04577694263638111
2,Malphite,top,Leona,0.05555618717244622
0,Malzahar,mid,Teemo,0.04699928850469256
1,Malzahar,mid,Garen,0.05782877439157087
2,Malzahar,mid,Chogath,0.07767029628589307
0,Malzahar,mid,MasterYi,0.05639346056759625
1,Malzahar,mid,Karthus,0.06778223208801586
2,Malzahar,mid,Fiddlesticks,0.06878019442572178
0,Malzahar,mid,Veigar,0.05131435706147681
1,Malzahar,mid,Yasuo,0.08484860882955692
2,Malzahar,mid,Galio,0.09783145664439348
0,Malzahar,mid,Ezreal,0.04053768904407566
1,Malzahar,mid,MissFortune,0.04879147991286935
2,Malzahar,mid,Jhin,0.051802418884147876
0,Malzahar,mid,Lux,0.04008408827819373
1,Malzahar,mid,Morgana,0.05941784870584978
2,Malzahar,mid,Xerath,0.08493976556142076
0,Maokai,sup,Malphite,0.06514246206801504
1,Maokai,sup,Garen,0.13149003330235995
2,Maokai,sup,Chogath,0.13329719834076165
0,Maokai,sup,LeeSin,0.07712927191493482
1,Maokai,sup,Warwick,0.11250146823165552
2,Maokai,sup,Poppy,0.15198091767296476
0,Maokai,sup,Galio,0.05400776901912323
1,Maokai,sup,Yasuo,0.0787036362858381
2,Maokai,sup,Sylas,0.08697291552728205
0,Maokai,sup,Ezreal,0.03799835668164438
1,Maokai,sup,Ashe,0.05972710880240767
2,Maokai,sup,MissFortune,0.08014571651409866
0,Maokai,sup,Pantheon,0.13271262381200086
1,Maokai,sup,Lulu,0.13300536513213196
2,Maokai,sup,Leona,0.13604547503469214
0,MasterYi,jg,Jax,0.006250669849992012
1,MasterYi,jg,Darius,0.011607735921514815
2,MasterYi,jg,Garen,0.011829287981380303
0,MasterYi,jg,Kayn,0.008616138922430303
1,MasterYi,jg,LeeSin,0.01061853879178841
2,MasterYi,jg,Warwick,0.01571178936356913
0,MasterYi,jg,Yasuo,0.0037642079116842887
1,MasterYi,jg,Zed,0.006807766964886781
2,MasterYi,jg,Veigar,0.011132821543346409
0,MasterYi,jg,Vayne,0.007576078049820503
1,MasterYi,jg,Ezreal,0.007604016682836727
2,MasterYi,jg,Jhin,0.008374285608864085
0,MasterYi,jg,Blitzcrank,0.007896929577968687
1,MasterYi,jg,Pyke,0.008354031128396378
2,MasterYi,jg,Lux,0.010584830057346372
0,MissFortune,bot,Teemo,0.014145850213579904
1,MissFortune,bot,Garen,0.017982705779881186
2,MissFortune,bot,Malphite,0.020089824989900987
0,MissFortune,bot,MasterYi,0.01418626254057559
1,MissFortune,bot,Warwick,0.02619117103672408
2,MissFortune,bot,Diana,0.026968387316752915
0,MissFortune,bot,Veigar,0.012877049234732403
1,MissFortune,bot,Ahri,0.014107770992352343
2,MissFortune,bot,Yasuo,0.01617999102233799
0,MissFortune,bot,Ashe,0.01668779415341031
1,MissFortune,bot,Caitlyn,0.017539359855305574
2,MissFortune,bot,Jhin,0.019809123789406184
0,MissFortune,bot,Lux,0.008170986024237385
1,MissFortune,bot,Morgana,0.015086549707133709
2,MissFortune,bot,Blitzcrank,0.021179779257563328
0,MonkeyKing,jg,Jax,0.03878827073066478
1,MonkeyKing,jg,Malphite,0.047872883033824774
2,MonkeyKing,jg,Akali,0.05801570152544939
0,MonkeyKing,jg,LeeSin,0.041397675722966626
1,MonkeyKing,jg,MasterYi,0.0909817058076104
2,MonkeyKing,jg,Diana,0.09336122855891646
0,MonkeyKing,jg,Yasuo,0.027689698557744936
1,MonkeyKing,jg,Sylas,0.04555102407743916
2,MonkeyKing,jg,Vladimir,0.05512012588542269
0,MonkeyKing,jg,Ezreal,0.02413061593547795
