Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
266,252882,517,116899,777,112048,84,90529,875,51584
432,107859,12,86466,111,64725,53,62279,64,61702
84,147889,55,132072,517,70083,105,39781,69,36444
102,111654,234,53025,98,42044,104,40005,62,39872
141,104533,517,85134,157,73086,777,61270,238,49006
86,222571,875,164464,157,74352,64,52462,58,44485
875,250427,33,131365,20,59393,141,38679,14,35538
266,189462,154,101234,3,68323,202,42928,101,39960
89,447084,53,180181,54,156337,111,115854,25,104502
777,74159,76,62725,517,55333,81,54195,84,52666
516,324757,17,217263,59,214158,21,154451,267,132422
81,139005,145,91416,67,86800,202,68880,51,60426
81,198877,112,108159,13,79603,101,76076,202,75811
64,41003,24,38193,517,37423,875,29519,234,27624
236,636117,67,207174,202,185578,104,163815,222,135477
235,104662,427,73500,20,42972,80,25045,157,24119
777,122807,875,70231,517,41277,84,40438,80,34909
201,141944,92,84665,81,80719,53,79945,64,61410
145,104406,21,65536,202,52689,222,49720,115,36982
777,43512,27,42404,875,30218,141,26378,30,25804
412,69383,236,61906,81,45070,222,35625,67,33434
21,123068,22,80265,99,70812,202,66453,350,49171
43,54450,64,41986,1,36935,21,29713,85,25197
201,242508,53,222591,555,202071,81,200056,497,154323
92,414816,64,344383,53,159768,81,155239,107,143460
64,73682,131,44912,81,37674,5,27527,254,25665
7,107584,84,83222,142,49895,238,31752,39,23188
117,135943,16,96941,143,86513,350,84593,89,64136
55,238411,157,144549,238,74088,11,54455,122,42374
145,210412,81,190285,236,161025,7,146544,67,109698
84,167945,875,140774,412,106607,238,89799,517,86646
11,105924,51,86323,101,70482,67,53893,81,47588
91,243488,145,32082,234,25636,81,22007,68,21707
74,266039,142,111498,61,74043,246,65588,1,46943
412,604686,350,338715,37,292275,12,217448,53,216165
78,218779,517,38520,85,23911,145,23368,234,22087
58,393677,164,30554,266,24100,875,23677,106,22291
81,152110,112,93110,68,77301,64,67611,268,63722
103,355486,111,284904,555,174977,81,132152,412,113799
245,442203,555,59578,99,56778,517,51254,9,27958
17,162115,39,106794,81,93852,18,49182,33,44852
14,112611,91,102419,11,62974,555,53816,24,52383
21,125067,99,108679,236,37859,89,29182,134,21723
28,358344,120,57762,517,46273,2,43843,20,41336
59,251546,86,217373,77,204995,11,189541,5,158427
56,270551,39,188081,141,96976,69,78364,50,76377
105,190741,157,86795,21,71190,145,65356,81,63350
122,237411,875,182691,64,133010,82,68007,517,55754
517,57005,238,47531,142,39632,266,31485,3,30503
157,167410,516,149475,555,120765,235,119470,223,110958
99,1296672,32,93564,56,75235,37,72719,17,55282
266,194337,64,192256,98,102351,50,86365,875,69023
79,33381,84,30799,246,30069,21,28089,81,27263
64,187759,81,82716,555,69863,360,56134,777,54294
91,1234836,777,161438,84,44156,517,37205,238,37050
54,101677,11,78566,516,72570,86,64241,21,62389
81,130165,8,117909,84,86568,516,74944,67,69198
240,210279,19,88288,111,47778,555,42127,266,27578
36,288111,2,280920,24,176685,11,151203,121,110013
105,431472,126,159120,79,138610,62,133580,91,127360
91,588478,121,255737,236,187468,11,123493,412,123342
35,308758,55,71945,99,47639,54,44356,17,37855
163,72583,101,72030,91,66059,111,52708,50,46622
145,61326,81,61073,22,34000,18,32958,202,31679
223,179749,81,69571,11,66066,154,64474,103,58333
517,117490,126,86163,80,82937,86,81253,238,75938
24,451597,157,239200,84,207468,4,207142,104,195099
55,64857,777,27726,516,26476,154,26324,84,24593
777,181521,141,105226,157,43906,555,40253,99,34781
64,101309,236,93959,67,82700,81,80388,84,80308
78,68320,64,61890,238,50398,81,38364,157,29869
134,149518,39,88657,142,87070,114,84134,236,82052
26,494846,51,305984,555,172912,202,136456,236,110298
84,98459,64,45721,517,44167,5,36842,60,31777
17,217781,101,60057,777,58034,82,54064,53,50559
145,127146,81,64217,360,42021,523,32314,245,24936
412,70345,89,56543,25,48582,517,35457,7,21323
86,208699,17,125163,157,98362,875,93359,9,91541
157,237568,238,206008,777,82384,64,41533,517,40973
238,102185,202,57769,875,43119,121,40183,236,34898
141,307747,157,187609,238,51222,875,43222,555,42689
68,226986,80,101988,17,52350,57,38585,19,35907
81,57671,56,54280,29,35020,22,34580,53,32434
127,509337,101,452603,81,219630,105,135229,32,125056
517,66499,266,56438,122,47438,64,40708,92,30876
82,393680,98,111184,523,89695,360,69450,111,56414
82,191390,92,104896,20,86062,266,83815,555,79949
81,115899,51,74801,412,74251,64,61482,238,58987
43,524599,89,151181,99,150792,81,110795,110,94764
55,133359,80,55681,245,42419,517,29696,131,24624
61,186627,238,168616,4,122587,222,102642,81,90392
91,217879,7,62517,412,61111,238,43328,11,40887
106,60946,157,35565,517,35331,234,28818,54,26316
777,167388,91,140208,157,129869,517,109576,266,86115
157,338998,875,247424,517,126736,58,104736,777,96884
11,255684,131,189104,86,138977,122,137325,154,136128
238,48714,81,39046,104,37270,53,36894,517,34258
86,373588,63,262889,234,81954,777,65941,122,62390
81,88800,39,66708,157,57101,141,54441,105,50407
39,104921,84,72649,157,42665,11,41243,234,34251
31,128757,57,123913,53,109816,80,86764,412,79803
112,183270,517,119040,104,110536,234,81466,166,49384
154,75914,75,58749,86,40375,134,37456,157,26167
43,105643,21,94814,236,90733,202,88681,45,78966
145,178715,7,148717,81,145134,64,125951,67,115178
