,Main Champion,Champion,Mastery
7,Syndra,Viktor,0.09510857717029123
8,Syndra,Orianna,0.09589371817881615
6,TahmKench,Veigar,0.07313029143875843
7,TahmKench,Yasuo,0.09154231306206821
8,TahmKench,Zoe,0.1051171280452358
6,Taliyah,Ryze,0.08483760750901369
7,Taliyah,Zoe,0.09087936158555422
8,Taliyah,Syndra,0.10357630870575313
6,Talon,Yasuo,0.00938202519062508
7,Talon,Zed,0.011627014295708596
8,Talon,Sylas,0.022928044599364022
6,Taric,Annie,0.12102163165103674
7,Taric,Sylas,0.1365838134360051
8,Taric,Zed,0.1372759023051224
6,Teemo,Veigar,0.01035891331944287
7,Teemo,Yasuo,0.01253298399579606
8,Teemo,Fizz,0.024017235157861493
6,Thresh,Yasuo,0.0030992234108916904
7,Thresh,Zed,0.003563721559018753
8,Thresh,Galio,0.00651357144342218
6,Tristana,Yasuo,0.022595658822169358
7,Tristana,Veigar,0.031245193298681875
8,Tristana,Ahri,0.04308925367758466
6,Trundle,Yasuo,0.15582243018878858
7,Trundle,Galio,0.22942663709312872
8,Trundle,Sylas,0.23278016954451053
6,Tryndamere,Yasuo,0.017868234498877852
7,Tryndamere,Veigar,0.025485058260905774
8,Tryndamere,Zed,0.03348774448612502
6,TwistedFate,Orianna,0.03658660939136569
7,TwistedFate,Yasuo,0.04729237163913457
8,TwistedFate,Kassadin,0.05035592857937307
6,Twitch,Yasuo,0.010680327299146471
7,Twitch,Veigar,0.017824674102277456
8,Twitch,Zed,0.01892016426692012
6,Udyr,Yasuo,0.0357924845860813
7,Udyr,Zed,0.07305778586734572
8,Udyr,Sylas,0.07895414143510408
6,Urgot,Veigar,0.017599513705466543
7,Urgot,Yasuo,0.02844556557217255
8,Urgot,Galio,0.03253782178712332
6,Varus,Veigar,0.10519711457833142
7,Varus,Yasuo,0.11689074356358013
8,Varus,Fizz,0.18662827803356996
6,Vayne,Yasuo,0.0024346491884457543
7,Vayne,Zed,0.003858376642278826
8,Vayne,Katarina,0.009151595496782381
6,Veigar,Yasuo,0.023751922616507718
7,Veigar,Ahri,0.03412841427551406
8,Veigar,Annie,0.052904315432933724
6,Velkoz,Veigar,0.01411700002584832
7,Velkoz,Cassiopeia,0.02009168456762335
8,Velkoz,Yasuo,0.020622237817725042
6,Vex,Syndra,0.4582529589456532
7,Vex,Yone,0.47250876738476255
8,Vex,Anivia,0.6331581142790903
6,Vi,Yasuo,0.06253530836105153
7,Vi,Veigar,0.06898164929715614
8,Vi,Ahri,0.06916575246264883
6,Viego,Sylas,0.02931911925323618
7,Viego,Yasuo,0.03380856148059313
8,Viego,Yone,0.03391519236379729
6,Viktor,TwistedFate,0.09025509048790038
7,Viktor,Sylas,0.09689130734922774
8,Viktor,Veigar,0.1113396227930757
6,Vladimir,Yasuo,0.011726788443363617
7,Vladimir,Kassadin,0.023601277557931562
8,Vladimir,Zed,0.026165389035118846
6,Volibear,Sylas,0.04251192101489105
7,Volibear,Yasuo,0.04594753613990745
8,Volibear,Zed,0.04936403690494554
6,Warwick,Veigar,0.01401679217272136
7,Warwick,Yasuo,0.015191396523281449
8,Warwick,Galio,0.025857772547769366
6,Xayah,Yasuo,0.02807555460035309
7,Xayah,Ahri,0.02922034351855301
8,Xayah,Neeko,0.042499323608045904
6,Xerath,Veigar,0.025971780133921075
7,Xerath,Yasuo,0.028040257233268744
8,Xerath,Zed,0.048187214571431804
6,XinZhao,Yasuo,0.039271423627809006
7,XinZhao,Veigar,0.04537072572598899
8,XinZhao,Zed,0.05360341339249984
6,Yasuo,Zed,0.0009401905687325628
7,Yasuo,Yone,0.0020093332991972072
8,Yasuo,Katarina,0.002434103775222889
6,Yone,Yasuo,0.010183085675894429
7,Yone,Sylas,0.01925655853867808
8,Yone,Zed,0.02628966031733258
6,Yorick,Veigar,0.059491597117618936
7,Yorick,Yasuo,0.07627217627600928
8,Yorick,Malzahar,0.0776567093094934
6,Yuumi,Ahri,0.012362730793564045
7,Yuumi,Neeko,0.016409626059993146
8,Yuumi,Veigar,0.022124289444813865
6,Zac,Yasuo,0.013093325478104687
7,Zac,Zed,0.02934179420764036
8,Zac,Sylas,0.0405566158458607
6,Zed,Yasuo,0.002112560802234894
7,Zed,Katarina,0.007208393854386068
8,Zed,Sylas,0.009291146791261095
6,Zeri,Sylas,0.46362645808010705
7,Zeri,Zed,0.8531567885337206
8,Zeri,Yasuo,0.8952880389631648
6,Ziggs,Ahri,0.130632393327021
7,Ziggs,Veigar,0.1326688600831376
8,Ziggs,Galio,0.13464219570261196
6,Zilean,Veigar,0.04506504850894276
7,Zilean,Annie,0.07226698053049464
8,Zilean,Yasuo,0.083244149308356
6,Zoe,Yasuo,0.024467170095923654
7,Zoe,Sylas,0.0267599324376593
8,Zoe,Ahri,0.031237606708290722
6,Zyra,Veigar,0.022557945854525682
7,Zyra,Ahri,0.03008864516661247
8,Zyra,Neeko,0.03317251950946586
