,Main Champion,Champion,Mastery
4,Sejuani,LeeSin,0.17363304104977903
5,Sejuani,Warwick,0.21471681990724484
3,Senna,Kayn,0.02781347090829307
4,Senna,LeeSin,0.04085231280550031
5,Senna,Ekko,0.04484767415537973
3,Seraphine,Lillia,0.10478371222428334
4,Seraphine,Evelynn,0.11959509471107166
5,Seraphine,Nunu,0.13868819021588358
3,Sett,Kayn,0.010613607741486526
4,Sett,LeeSin,0.01128601685262515
5,Sett,MasterYi,0.015379895207534756
3,Shaco,LeeSin,0.013673575323200262
4,Shaco,MasterYi,0.022359314493848675
5,Shaco,Kayn,0.026291526659654126
3,Shen,LeeSin,0.019108792048671296
4,Shen,Ekko,0.040266610514291944
5,Shen,Kayn,0.041846237573873665
3,Shyvana,LeeSin,0.17906003998464898
4,Shyvana,Diana,0.18309173469560108
5,Shyvana,Kayn,0.1848336749834096
3,Singed,MasterYi,0.09940622678046535
4,Singed,Shaco,0.10097809725950997
5,Singed,LeeSin,0.10140019790884802
3,Sion,LeeSin,0.033940752240145394
4,Sion,Shaco,0.054735550704634615
5,Sion,Graves,0.06328757622022266
3,Sivir,Shyvana,0.15804614295595126
4,Sivir,Ekko,0.15979433876640675
5,Sivir,MasterYi,0.16010611457112214
3,Skarner,Hecarim,0.21881717518129554
4,Skarner,XinZhao,0.27909509260331866
5,Skarner,Kayn,0.2911403729959923
3,Sona,Fiddlesticks,0.038469867759609776
4,Sona,Warwick,0.04546635699563685
5,Sona,MasterYi,0.05663632840522197
3,Soraka,Evelynn,0.028039720873639568
4,Soraka,Fiddlesticks,0.035687168477832036
5,Soraka,Nunu,0.04830271300083923
3,Swain,Kayn,0.03549668708016996
4,Swain,Warwick,0.04272423032020662
5,Swain,MasterYi,0.047413233661029563
3,Sylas,LeeSin,0.01103701913918407
4,Sylas,Ekko,0.014437442120162972
5,Sylas,Graves,0.018149242157254178
3,Syndra,LeeSin,0.06579636882440033
4,Syndra,Diana,0.07238508380545826
5,Syndra,Taliyah,0.09427353679191987
3,TahmKench,Kayn,0.10310656883886223
4,TahmKench,Trundle,0.13226187223512625
5,TahmKench,Zac,0.15118453409859356
3,Taliyah,Ekko,0.08064534543323297
4,Taliyah,Kindred,0.11370314798127139
5,Taliyah,Poppy,0.12917018033368724
3,Talon,LeeSin,0.02032566927345518
4,Talon,Ekko,0.021206548727632057
5,Talon,Kayn,0.022735863347861724
3,Taric,MasterYi,0.0899833710547278
4,Taric,LeeSin,0.10591277585613919
5,Taric,Warwick,0.19092746117992238
3,Teemo,MasterYi,0.013613727541174353
4,Teemo,Shaco,0.018814131992210607
5,Teemo,Warwick,0.019808986492234604
3,Thresh,LeeSin,0.0020632772636640824
4,Thresh,Graves,0.006446463263484998
5,Thresh,Ekko,0.00873320258993923
3,Tristana,MasterYi,0.027606027744153886
4,Tristana,LeeSin,0.03240596812184126
5,Tristana,Khazix,0.039403354960695344
3,Trundle,MasterYi,0.21511106417649317
4,Trundle,LeeSin,0.2235777446665591
5,Trundle,Graves,0.29736041640827615
3,Tryndamere,MasterYi,0.021946467897007663
4,Tryndamere,Kayn,0.03065166681921128
5,Tryndamere,Warwick,0.042654884380224495
3,TwistedFate,LeeSin,0.01510266761181064
4,TwistedFate,Graves,0.03209716267223588
5,TwistedFate,Ekko,0.033717066875403476
3,Twitch,MasterYi,0.014606121476338723
4,Twitch,LeeSin,0.018760648426012765
5,Twitch,Khazix,0.020418254786513993
3,Udyr,MasterYi,0.08748719441915795
4,Udyr,LeeSin,0.08952583585826031
5,Udyr,Kayn,0.0943974994964138
3,Urgot,MasterYi,0.02567967981446603
4,Urgot,Warwick,0.03151989348381338
5,Urgot,Kayn,0.035216063969992766
3,Varus,Kayn,0.11616761217515396
4,Varus,MasterYi,0.13129052088408769
5,Varus,Diana,0.1518243404080624
3,Vayne,LeeSin,0.002760718658183454
4,Vayne,MasterYi,0.005034426487777696
5,Vayne,Graves,0.007063964097024572
3,Veigar,MasterYi,0.01754180394560916
4,Veigar,Warwick,0.034613602362852734
5,Veigar,Kayn,0.03726281005528637
3,Velkoz,LeeSin,0.02078730438460991
4,Velkoz,Kayn,0.025659924180154565
5,Velkoz,Fiddlesticks,0.031723067308518135
3,Vex,Lillia,0.4611475066135681
4,Vex,LeeSin,0.46848905287364845
5,Vex,Graves,0.47202039110724847
3,Vi,Kayn,0.089297212487331
4,Vi,MasterYi,0.09045809225558273
5,Vi,Diana,0.09943360089998554
3,Viego,Kayn,0.04478722896823788
4,Viego,LeeSin,0.07231065032048864
5,Viego,Ekko,0.07309063284560482
3,Viktor,Graves,0.03367896003734523
4,Viktor,LeeSin,0.03740191659520682
5,Viktor,Ekko,0.04424017897641845
3,Vladimir,LeeSin,0.012197118167271927
4,Vladimir,Ekko,0.017515326025758983
5,Vladimir,Kayn,0.018820791899462577
3,Volibear,MasterYi,0.05431199425755441
4,Volibear,LeeSin,0.06114046273775297
5,Volibear,Warwick,0.07714186915618763
3,Warwick,MasterYi,0.019891777865902262
4,Warwick,Kayn,0.02054924724912255
5,Warwick,Nunu,0.0494508963400662
